stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,60.241,1.857,0.000,38,0,9,1760805253.937,89401484.231
refined,144.957,1.857,0.000,38,0,9,1760805253.937,38289574.401
