stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,148.105,2.023,0.000,0,9,3980154769.432,190486646.617,76
refined,189.995,2.023,0.000,0,9,3980154769.432,150071214.284,76
