stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,75.993,2.023,0.000,0,9,4710550403.546,420283112.262,76
refined,92.942,2.023,0.000,0,9,4710550403.546,349324435.995,76
