stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.800,"[-1.214, -0.386]",0.414,-3.222,0.002
norefined,c,-5.749,"[-8.735, -2.763]",2.986,-3.211,0.002
norefined,s,-2.602,"[-3.741, -1.464]",1.138,-3.813,0.000
norefined,k0,0.452,"[-0.296, 1.2]",0.748,1.008,0.317
norefined,k1,0.179,"[-0.654, 1.013]",0.834,0.359,0.721
norefined,k2,-1.380,"[-2.22, -0.54]",0.840,-2.740,0.008
norefined,k3,-0.212,"[-0.967, 0.542]",0.755,-0.469,0.640
norefined,k4,0.951,"[-0.054, 1.956]",1.005,1.578,0.119
norefined,k5,0.294,"[-0.252, 0.84]",0.546,0.898,0.373
refined,tt,-1.362,"[-2.094, -0.631]",0.731,-3.107,0.003
refined,c,-9.481,"[-14.695, -4.267]",5.214,-3.033,0.003
refined,s,-3.493,"[-5.175, -1.811]",1.682,-3.463,0.001
refined,k0,-0.378,"[-1.206, 0.45]",0.828,-0.762,0.449
refined,k1,0.163,"[-0.851, 1.177]",1.014,0.268,0.789
refined,k2,-1.091,"[-2.028, -0.153]",0.937,-1.941,0.056
refined,k3,0.019,"[-0.907, 0.944]",0.925,0.034,0.973
refined,k4,-0.158,"[-1.496, 1.18]",1.338,-0.197,0.845
refined,k5,0.396,"[-0.279, 1.071]",0.675,0.979,0.331
