attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.893,"[-1.249, -0.536]",0.356,-4.173,0.000,5.044,ngd,95,417068088.651,0.209,-1.000,0.107,0,0,fn
c,-7.017,"[-9.441, -4.594]",2.423,-4.825,0.000,5.044,ngd,95,417068088.651,0.209,-6.000,-1.017,0,0,fn
s,-2.666,"[-3.798, -1.535]",1.131,-3.927,0.000,5.044,ngd,95,417068088.651,0.209,-3.000,0.334,0,0,fn
vot,0.127,,,,,5.044,ngd,95,417068088.651,0.209,0.167,-0.039,0,0,fn
tt,-1.129,"[-1.477, -0.782]",0.348,-5.408,0.000,5.365,lm,95,228929297.235,0.155,-1.000,-0.129,0,0,fn
c,-6.534,"[-8.535, -4.533]",2.001,-5.440,0.000,5.365,lm,95,228929297.235,0.155,-6.000,-0.534,0,0,fn
s,-3.534,"[-4.685, -2.383]",1.151,-5.117,0.000,5.365,lm,95,228929297.235,0.155,-3.000,-0.534,0,0,fn
vot,0.173,,,,,5.365,lm,95,228929297.235,0.155,0.167,0.006,0,0,fn
tt,-1.129,"[-1.477, -0.782]",0.348,-5.408,0.000,10.304,ngd+lm,95,228929297.217,0.155,-1.000,-0.129,0,0,fn
c,-6.534,"[-8.535, -4.533]",2.001,-5.440,0.000,10.304,ngd+lm,95,228929297.217,0.155,-6.000,-0.534,0,0,fn
s,-3.534,"[-4.685, -2.383]",1.151,-5.117,0.000,10.304,ngd+lm,95,228929297.217,0.155,-3.000,-0.534,0,0,fn
vot,0.173,,,,,10.304,ngd+lm,95,228929297.217,0.155,0.167,0.006,0,0,fn
