attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.581,"[-0.914, -0.248]",0.333,-2.911,0.005,11.004,ngd,6,430980289.882,0.212,-1.000,0.419,0,0,fn
c,-5.070,"[-7.693, -2.446]",2.623,-3.223,0.002,11.004,ngd,6,430980289.882,0.212,-6.000,0.930,0,0,fn
s,-2.177,"[-3.454, -0.9]",1.277,-2.843,0.006,11.004,ngd,6,430980289.882,0.212,-3.000,0.823,0,0,fn
k0,-1.780,"[-3.566, 0.007]",1.787,-1.661,0.101,11.004,ngd,6,430980289.882,0.212,0.000,-1.780,0,0,fp
k1,0.493,"[-0.318, 1.303]",0.811,1.013,0.315,11.004,ngd,6,430980289.882,0.212,0.000,0.493,0,0,fp
k2,-0.987,"[-2.197, 0.223]",1.210,-1.361,0.178,11.004,ngd,6,430980289.882,0.212,0.000,-0.987,0,0,fp
k3,1.079,"[-0.01, 2.168]",1.089,1.653,0.103,11.004,ngd,6,430980289.882,0.212,0.000,1.079,0,0,fp
k4,1.263,"[0.242, 2.283]",1.020,2.064,0.043,11.004,ngd,6,430980289.882,0.212,0.000,1.263,0,1,fp
k5,-0.385,"[-1.201, 0.43]",0.815,-0.788,0.433,11.004,ngd,6,430980289.882,0.212,0.000,-0.385,0,0,fp
vot,0.115,,,,,11.004,ngd,6,430980289.882,0.212,0.167,-0.052,0,0,fn
tt,-267.019,"[-5225.183, 4691.145]",4958.164,-0.090,0.929,11.909,lm,6,2873308191.629,0.548,-1.000,-266.019,1,0,fn
c,-994.106,"[-3092.131, 1103.919]",2098.025,-0.790,0.432,11.909,lm,6,2873308191.629,0.548,-6.000,-988.106,1,0,fn
s,353.930,"[1.051, 706.809]",352.879,1.673,0.099,11.909,lm,6,2873308191.629,0.548,-3.000,356.930,0,0,fn
k0,-1207.340,"[-2711.309, 296.63]",1503.969,-1.339,0.185,11.909,lm,6,2873308191.629,0.548,0.000,-1207.340,0,0,fp
k1,559.349,"[334.063, 784.636]",225.286,4.141,0.000,11.909,lm,6,2873308191.629,0.548,0.000,559.349,0,1,fp
k2,-700.736,"[-4282.626, 2881.154]",3581.890,-0.326,0.745,11.909,lm,6,2873308191.629,0.548,0.000,-700.736,0,0,fp
k3,-1371.042,"[-4102.061, 1359.977]",2731.019,-0.837,0.405,11.909,lm,6,2873308191.629,0.548,0.000,-1371.042,0,0,fp
k4,-797.330,"[-2054.643, 459.983]",1257.313,-1.058,0.294,11.909,lm,6,2873308191.629,0.548,0.000,-797.330,0,0,fp
k5,326.425,"[-3631.488, 4284.338]",3957.913,0.138,0.891,11.909,lm,6,2873308191.629,0.548,0.000,326.425,0,0,fp
vot,0.269,,,,,11.909,lm,6,2873308191.629,0.548,0.167,0.102,0,0,fn
tt,-1.338,"[-1.98, -0.696]",0.642,-3.475,0.001,22.922,ngd+lm,6,144125754.900,0.123,-1.000,-0.338,0,0,fn
c,-8.223,"[-11.864, -4.581]",3.642,-3.766,0.000,22.922,ngd+lm,6,144125754.900,0.123,-6.000,-2.223,0,0,fn
s,-4.289,"[-6.27, -2.309]",1.981,-3.612,0.001,22.922,ngd+lm,6,144125754.900,0.123,-3.000,-1.289,0,0,fn
k0,0.495,"[-0.403, 1.393]",0.898,0.920,0.361,22.922,ngd+lm,6,144125754.900,0.123,0.000,0.495,0,0,fp
k1,-0.171,"[-0.855, 0.513]",0.684,-0.417,0.678,22.922,ngd+lm,6,144125754.900,0.123,0.000,-0.171,0,0,fp
k2,-0.677,"[-1.79, 0.435]",1.113,-1.015,0.314,22.922,ngd+lm,6,144125754.900,0.123,0.000,-0.677,0,0,fp
k3,-0.521,"[-1.491, 0.45]",0.970,-0.895,0.374,22.922,ngd+lm,6,144125754.900,0.123,0.000,-0.521,0,0,fp
k4,0.186,"[-0.254, 0.626]",0.440,0.706,0.483,22.922,ngd+lm,6,144125754.900,0.123,0.000,0.186,0,0,fp
k5,0.198,"[-0.612, 1.007]",0.810,0.407,0.685,22.922,ngd+lm,6,144125754.900,0.123,0.000,0.198,0,0,fp
vot,0.163,,,,,22.922,ngd+lm,6,144125754.900,0.123,0.167,-0.004,0,0,fn
