attr,theta,width_confint,width_CI,t-test,pvalue,time,method,rep,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.478,"[-2.478, -0.478]",1.000,-2.465,0.016,11.294,ngd,21,224752497.517,0.152,-1.000,-0.478,0,0,fn
c,-7.569,"[-12.768, -2.37]",5.199,-2.428,0.018,11.294,ngd,21,224752497.517,0.152,-6.000,-1.569,0,0,fn
s,-4.509,"[-7.82, -1.198]",3.311,-2.271,0.026,11.294,ngd,21,224752497.517,0.152,-3.000,-1.509,0,0,fn
k0,-0.588,"[-1.706, 0.53]",1.118,-0.877,0.384,11.294,ngd,21,224752497.517,0.152,0.000,-0.588,0,0,fp
k1,0.720,"[-0.347, 1.787]",1.067,1.126,0.264,11.294,ngd,21,224752497.517,0.152,0.000,0.720,0,0,fp
k2,0.008,"[-0.609, 0.626]",0.617,0.023,0.982,11.294,ngd,21,224752497.517,0.152,0.000,0.008,0,0,fp
k3,-0.421,"[-1.277, 0.435]",0.856,-0.820,0.415,11.294,ngd,21,224752497.517,0.152,0.000,-0.421,0,0,fp
k4,0.226,"[-0.96, 1.412]",1.186,0.317,0.752,11.294,ngd,21,224752497.517,0.152,0.000,0.226,0,0,fp
k5,0.677,"[-0.143, 1.497]",0.820,1.376,0.173,11.294,ngd,21,224752497.517,0.152,0.000,0.677,0,0,fp
vot,0.195,,,,,11.294,ngd,21,224752497.517,0.152,0.167,0.029,0,0,fn
tt,-0.906,"[-1.364, -0.448]",0.458,-3.298,0.002,11.717,lm,21,161791525.595,0.129,-1.000,0.094,0,0,fn
c,-5.205,"[-7.686, -2.724]",2.481,-3.500,0.001,11.717,lm,21,161791525.595,0.129,-6.000,0.795,0,0,fn
s,-2.559,"[-3.91, -1.207]",1.352,-3.157,0.002,11.717,lm,21,161791525.595,0.129,-3.000,0.441,0,0,fn
k0,-0.532,"[-1.291, 0.228]",0.759,-1.168,0.247,11.717,lm,21,161791525.595,0.129,0.000,-0.532,0,0,fp
k1,-0.075,"[-0.606, 0.455]",0.531,-0.236,0.814,11.717,lm,21,161791525.595,0.129,0.000,-0.075,0,0,fp
k2,0.103,"[-0.309, 0.515]",0.412,0.417,0.678,11.717,lm,21,161791525.595,0.129,0.000,0.103,0,0,fp
k3,0.422,"[-0.173, 1.016]",0.595,1.182,0.241,11.717,lm,21,161791525.595,0.129,0.000,0.422,0,0,fp
k4,-0.229,"[-0.87, 0.411]",0.641,-0.597,0.553,11.717,lm,21,161791525.595,0.129,0.000,-0.229,0,0,fp
k5,-0.017,"[-0.463, 0.429]",0.446,-0.063,0.950,11.717,lm,21,161791525.595,0.129,0.000,-0.017,0,0,fp
vot,0.174,,,,,11.717,lm,21,161791525.595,0.129,0.167,0.007,0,0,fn
tt,-0.907,"[-1.366, -0.448]",0.459,-3.296,0.002,22.893,ngd+lm,21,161791440.131,0.129,-1.000,0.093,0,0,fn
c,-5.211,"[-7.697, -2.725]",2.486,-3.496,0.001,22.893,ngd+lm,21,161791440.131,0.129,-6.000,0.789,0,0,fn
s,-2.562,"[-3.917, -1.207]",1.355,-3.154,0.002,22.893,ngd+lm,21,161791440.131,0.129,-3.000,0.438,0,0,fn
k0,-0.534,"[-1.295, 0.227]",0.761,-1.171,0.246,22.893,ngd+lm,21,161791440.131,0.129,0.000,-0.534,0,0,fp
k1,-0.075,"[-0.606, 0.456]",0.531,-0.235,0.815,22.893,ngd+lm,21,161791440.131,0.129,0.000,-0.075,0,0,fp
k2,0.103,"[-0.309, 0.516]",0.413,0.417,0.678,22.893,ngd+lm,21,161791440.131,0.129,0.000,0.103,0,0,fp
k3,0.421,"[-0.174, 1.016]",0.595,1.179,0.242,22.893,ngd+lm,21,161791440.131,0.129,0.000,0.421,0,0,fp
k4,-0.230,"[-0.871, 0.412]",0.641,-0.598,0.552,22.893,ngd+lm,21,161791440.131,0.129,0.000,-0.230,0,0,fp
k5,-0.017,"[-0.464, 0.43]",0.447,-0.064,0.949,22.893,ngd+lm,21,161791440.131,0.129,0.000,-0.017,0,0,fp
vot,0.174,,,,,22.893,ngd+lm,21,161791440.131,0.129,0.167,0.007,0,0,fn
