stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,32.312,1.727,0.000,76,0,9,3250832491.094,608728360.258
refined,56.825,1.727,0.000,76,0,9,3250832491.094,376551462.794
