stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.465,"[-2.648, -0.283]",1.183,-2.067,0.043
norefined,c,-7.586,"[-13.897, -1.276]",6.311,-2.005,0.049
norefined,s,-3.669,"[-6.566, -0.771]",2.898,-2.112,0.038
norefined,k0,0.471,"[-0.844, 1.785]",1.315,0.597,0.552
norefined,k1,-1.356,"[-3.02, 0.308]",1.664,-1.359,0.179
norefined,k2,0.347,"[-1.297, 1.992]",1.644,0.352,0.726
norefined,k3,-0.524,"[-1.609, 0.562]",1.085,-0.805,0.424
norefined,k4,1.178,"[-0.07, 2.426]",1.248,1.575,0.120
norefined,k5,0.784,"[-0.779, 2.347]",1.563,0.837,0.406
refined,tt,-0.799,"[-1.213, -0.386]",0.413,-3.227,0.002
refined,c,-4.749,"[-7.521, -1.976]",2.772,-2.857,0.006
refined,s,-2.813,"[-4.397, -1.229]",1.584,-2.962,0.004
refined,k0,0.383,"[-0.594, 1.36]",0.977,0.654,0.515
refined,k1,-0.971,"[-1.778, -0.164]",0.807,-2.006,0.049
refined,k2,-0.898,"[-1.839, 0.042]",0.941,-1.593,0.116
refined,k3,0.470,"[-0.263, 1.203]",0.733,1.069,0.289
refined,k4,0.449,"[-0.317, 1.214]",0.766,0.978,0.332
refined,k5,0.549,"[-0.374, 1.472]",0.923,0.992,0.325
