stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.325,"[-2.25, -0.401]",0.925,-2.861,0.006
norefined,c,-5.596,"[-9.267, -1.925]",3.671,-3.043,0.003
norefined,s,-3.129,"[-5.274, -0.985]",2.144,-2.913,0.005
norefined,k0,-0.386,"[-1.245, 0.473]",0.859,-0.897,0.373
norefined,k1,-0.380,"[-1.52, 0.759]",1.139,-0.666,0.508
norefined,k2,0.064,"[-1.828, 1.956]",1.892,0.068,0.946
norefined,k3,0.156,"[-1.132, 1.444]",1.288,0.241,0.810
norefined,k4,-0.476,"[-1.8, 0.848]",1.324,-0.717,0.476
norefined,k5,0.282,"[-1.004, 1.567]",1.285,0.438,0.663
refined,tt,-0.946,"[-1.5, -0.393]",0.553,-3.413,0.001
refined,c,-5.204,"[-7.995, -2.413]",2.791,-3.722,0.000
refined,s,-2.453,"[-3.805, -1.101]",1.352,-3.622,0.001
refined,k0,0.051,"[-0.766, 0.867]",0.816,0.124,0.901
refined,k1,0.182,"[-0.712, 1.077]",0.894,0.407,0.685
refined,k2,0.281,"[-1.185, 1.747]",1.466,0.383,0.703
refined,k3,-0.813,"[-2.035, 0.41]",1.222,-1.327,0.189
refined,k4,-0.557,"[-1.613, 0.5]",1.056,-1.052,0.297
refined,k5,-0.456,"[-1.518, 0.606]",1.062,-0.857,0.394
