attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.212,"[-0.27, -0.153]",0.059,-7.193,0.000,96,0.800,551474054.069,0.192,-1.000,0.788,0,0,fn
c,-0.817,"[-1.23, -0.403]",0.414,-3.942,0.000,96,0.800,551474054.069,0.192,-6.000,5.183,0,0,fn
s,-0.694,"[-0.907, -0.481]",0.213,-6.507,0.000,96,0.800,551474054.069,0.192,-3.000,2.306,0,0,fn
k0,-0.008,"[-0.32, 0.304]",0.312,-0.049,0.961,96,0.800,551474054.069,0.192,0.000,-0.008,0,0,fp
k1,0.106,"[-0.16, 0.371]",0.265,0.795,0.430,96,0.800,551474054.069,0.192,0.000,0.106,0,0,fp
k2,0.298,"[-0.14, 0.736]",0.438,1.358,0.179,96,0.800,551474054.069,0.192,0.000,0.298,0,0,fp
k3,-0.114,"[-0.449, 0.222]",0.336,-0.677,0.501,96,0.800,551474054.069,0.192,0.000,-0.114,0,0,fp
k4,0.426,"[0.1, 0.751]",0.325,2.610,0.011,96,0.800,551474054.069,0.192,0.000,0.426,0,1,fp
k5,0.009,"[-0.271, 0.288]",0.280,0.061,0.952,96,0.800,551474054.069,0.192,0.000,0.009,0,0,fp
vot,0.259,,,,,96,0.800,551474054.069,0.192,0.167,0.092,0,0,fn
tt,-0.688,"[-0.942, -0.434]",0.254,-5.399,0.000,96,0.900,191073615.874,0.128,-1.000,0.312,0,0,fn
c,-3.560,"[-5.016, -2.103]",1.456,-4.879,0.000,96,0.900,191073615.874,0.128,-6.000,2.440,0,0,fn
s,-2.008,"[-2.757, -1.26]",0.749,-5.355,0.000,96,0.900,191073615.874,0.128,-3.000,0.992,0,0,fn
k0,-0.205,"[-0.609, 0.2]",0.405,-1.008,0.317,96,0.900,191073615.874,0.128,0.000,-0.205,0,0,fp
k1,0.239,"[-0.236, 0.713]",0.475,1.004,0.319,96,0.900,191073615.874,0.128,0.000,0.239,0,0,fp
k2,-0.018,"[-0.835, 0.8]",0.818,-0.043,0.966,96,0.900,191073615.874,0.128,0.000,-0.018,0,0,fp
k3,-0.062,"[-0.608, 0.483]",0.546,-0.228,0.820,96,0.900,191073615.874,0.128,0.000,-0.062,0,0,fp
k4,0.224,"[-0.328, 0.775]",0.552,0.810,0.421,96,0.900,191073615.874,0.128,0.000,0.224,0,0,fp
k5,0.300,"[-0.219, 0.82]",0.520,1.154,0.253,96,0.900,191073615.874,0.128,0.000,0.300,0,0,fp
vot,0.193,,,,,96,0.900,191073615.874,0.128,0.167,0.027,0,0,fn
tt,-0.764,"[-1.035, -0.494]",0.271,-5.634,0.000,96,1.100,156921775.343,0.139,-1.000,0.236,0,0,fn
c,-4.466,"[-6.014, -2.919]",1.548,-5.759,0.000,96,1.100,156921775.343,0.139,-6.000,1.534,0,0,fn
s,-2.150,"[-2.87, -1.429]",0.721,-5.954,0.000,96,1.100,156921775.343,0.139,-3.000,0.850,0,0,fn
k0,-0.203,"[-0.637, 0.23]",0.434,-0.935,0.353,96,1.100,156921775.343,0.139,0.000,-0.203,0,0,fp
k1,0.239,"[-0.27, 0.749]",0.510,0.937,0.352,96,1.100,156921775.343,0.139,0.000,0.239,0,0,fp
k2,0.470,"[-0.391, 1.33]",0.860,1.090,0.280,96,1.100,156921775.343,0.139,0.000,0.470,0,0,fp
k3,-0.442,"[-1.064, 0.18]",0.622,-1.419,0.161,96,1.100,156921775.343,0.139,0.000,-0.442,0,0,fp
k4,-0.397,"[-0.982, 0.188]",0.585,-1.354,0.180,96,1.100,156921775.343,0.139,0.000,-0.397,0,0,fp
k5,-0.239,"[-0.834, 0.356]",0.595,-0.802,0.425,96,1.100,156921775.343,0.139,0.000,-0.239,0,0,fp
vot,0.171,,,,,96,1.100,156921775.343,0.139,0.167,0.004,0,0,fn
tt,-0.946,"[-1.5, -0.393]",0.553,-3.413,0.001,96,1.200,336776903.874,0.225,-1.000,0.054,0,0,fn
c,-5.204,"[-7.995, -2.413]",2.791,-3.722,0.000,96,1.200,336776903.874,0.225,-6.000,0.796,0,0,fn
s,-2.453,"[-3.805, -1.101]",1.352,-3.622,0.001,96,1.200,336776903.874,0.225,-3.000,0.547,0,0,fn
k0,0.051,"[-0.766, 0.867]",0.816,0.124,0.901,96,1.200,336776903.874,0.225,0.000,0.051,0,0,fp
k1,0.182,"[-0.712, 1.077]",0.894,0.407,0.685,96,1.200,336776903.874,0.225,0.000,0.182,0,0,fp
k2,0.281,"[-1.185, 1.747]",1.466,0.383,0.703,96,1.200,336776903.874,0.225,0.000,0.281,0,0,fp
k3,-0.813,"[-2.035, 0.41]",1.222,-1.327,0.189,96,1.200,336776903.874,0.225,0.000,-0.813,0,0,fp
k4,-0.557,"[-1.613, 0.5]",1.056,-1.052,0.297,96,1.200,336776903.874,0.225,0.000,-0.557,0,0,fp
k5,-0.456,"[-1.518, 0.606]",1.062,-0.857,0.394,96,1.200,336776903.874,0.225,0.000,-0.456,0,0,fp
vot,0.182,,,,,96,1.200,336776903.874,0.225,0.167,0.015,0,0,fn
