attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.741,"[-1.076, -0.406]",0.335,-3.685,0.000,68,0.150,180397284.026,0.144,-1.000,0.259,0,0,fn
c,-4.635,"[-6.656, -2.614]",2.021,-3.825,0.000,68,0.150,180397284.026,0.144,-6.000,1.365,0,0,fn
s,-2.387,"[-3.498, -1.275]",1.112,-3.582,0.001,68,0.150,180397284.026,0.144,-3.000,0.613,0,0,fn
k0,-0.177,"[-0.689, 0.335]",0.512,-0.577,0.566,68,0.150,180397284.026,0.144,0.000,-0.177,0,0,fp
k1,-0.049,"[-0.436, 0.337]",0.387,-0.213,0.832,68,0.150,180397284.026,0.144,0.000,-0.049,0,0,fp
k2,-0.091,"[-0.562, 0.379]",0.470,-0.324,0.747,68,0.150,180397284.026,0.144,0.000,-0.091,0,0,fp
k3,-0.386,"[-0.846, 0.074]",0.460,-1.398,0.167,68,0.150,180397284.026,0.144,0.000,-0.386,0,0,fp
k4,0.242,"[-0.23, 0.713]",0.472,0.855,0.396,68,0.150,180397284.026,0.144,0.000,0.242,0,0,fp
k5,-0.173,"[-0.66, 0.314]",0.487,-0.594,0.555,68,0.150,180397284.026,0.144,0.000,-0.173,0,0,fp
vot,0.160,,,,,68,0.150,180397284.026,0.144,0.167,-0.007,0,0,fn
tt,-1.447,"[-2.33, -0.564]",0.883,-2.734,0.008,68,0.200,342737286.780,0.185,-1.000,-0.447,0,0,fn
c,-8.284,"[-13.297, -3.271]",5.013,-2.756,0.008,68,0.200,342737286.780,0.185,-6.000,-2.284,0,0,fn
s,-4.070,"[-6.568, -1.573]",2.497,-2.719,0.008,68,0.200,342737286.780,0.185,-3.000,-1.070,0,0,fn
k0,0.020,"[-0.806, 0.846]",0.826,0.041,0.968,68,0.200,342737286.780,0.185,0.000,0.020,0,0,fp
k1,0.806,"[-0.072, 1.684]",0.878,1.530,0.131,68,0.200,342737286.780,0.185,0.000,0.806,0,0,fp
k2,1.007,"[-0.316, 2.33]",1.323,1.270,0.209,68,0.200,342737286.780,0.185,0.000,1.007,0,0,fp
k3,-0.010,"[-0.862, 0.842]",0.852,-0.020,0.984,68,0.200,342737286.780,0.185,0.000,-0.010,0,0,fp
k4,0.403,"[-0.488, 1.294]",0.891,0.755,0.453,68,0.200,342737286.780,0.185,0.000,0.403,0,0,fp
k5,-1.054,"[-2.24, 0.132]",1.186,-1.482,0.143,68,0.200,342737286.780,0.185,0.000,-1.054,0,0,fp
vot,0.175,,,,,68,0.200,342737286.780,0.185,0.167,0.008,0,0,fn
tt,-6.623,"[-17.459, 4.212]",10.836,-1.020,0.312,68,0.250,490461864.495,0.234,-1.000,-5.623,1,0,fn
c,-36.514,"[-96.09, 23.063]",59.576,-1.022,0.310,68,0.250,490461864.495,0.234,-6.000,-30.514,1,0,fn
s,-19.879,"[-52.488, 12.73]",32.609,-1.017,0.313,68,0.250,490461864.495,0.234,-3.000,-16.879,1,0,fn
k0,-1.871,"[-6.191, 2.448]",4.320,-0.723,0.472,68,0.250,490461864.495,0.234,0.000,-1.871,0,0,fp
k1,-1.093,"[-4.943, 2.757]",3.850,-0.474,0.637,68,0.250,490461864.495,0.234,0.000,-1.093,0,0,fp
k2,-4.329,"[-11.497, 2.84]",7.168,-1.007,0.317,68,0.250,490461864.495,0.234,0.000,-4.329,0,0,fp
k3,4.047,"[-4.825, 12.919]",8.872,0.761,0.449,68,0.250,490461864.495,0.234,0.000,4.047,0,0,fp
k4,-3.845,"[-8.905, 1.216]",5.060,-1.267,0.209,68,0.250,490461864.495,0.234,0.000,-3.845,0,0,fp
k5,4.322,"[-4.395, 13.039]",8.717,0.827,0.411,68,0.250,490461864.495,0.234,0.000,4.322,0,0,fp
vot,0.181,,,,,68,0.250,490461864.495,0.234,0.167,0.015,0,0,fn
