stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.058,"[-1.71, -0.406]",0.652,-2.706,0.009
norefined,c,-5.121,"[-8.312, -1.93]",3.191,-2.677,0.009
norefined,s,-3.801,"[-6.083, -1.519]",2.282,-2.778,0.007
norefined,k0,0.425,"[-0.417, 1.266]",0.841,0.842,0.403
norefined,k1,0.428,"[-0.345, 1.201]",0.773,0.924,0.359
norefined,k2,0.130,"[-0.642, 0.903]",0.772,0.282,0.779
norefined,k3,-1.530,"[-2.772, -0.287]",1.243,-2.053,0.044
norefined,k4,-0.120,"[-0.947, 0.708]",0.828,-0.241,0.810
norefined,k5,-0.012,"[-0.874, 0.85]",0.862,-0.023,0.981
refined,tt,-0.741,"[-1.076, -0.406]",0.335,-3.685,0.000
refined,c,-4.635,"[-6.656, -2.614]",2.021,-3.825,0.000
refined,s,-2.387,"[-3.498, -1.275]",1.112,-3.582,0.001
refined,k0,-0.177,"[-0.689, 0.335]",0.512,-0.577,0.566
refined,k1,-0.049,"[-0.436, 0.337]",0.387,-0.213,0.832
refined,k2,-0.091,"[-0.562, 0.379]",0.470,-0.324,0.747
refined,k3,-0.386,"[-0.846, 0.074]",0.460,-1.398,0.167
refined,k4,0.242,"[-0.23, 0.713]",0.472,0.855,0.396
refined,k5,-0.173,"[-0.66, 0.314]",0.487,-0.594,0.555
