stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,27.475,1.727,0.000,76,0,9,3647766637.006,777655348.180
refined,47.923,1.727,0.000,76,0,9,3647766637.006,490461864.494
