stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,47.847,2.023,0.000,76,0,9,2793557615.363,376124858.232
refined,175.558,2.023,0.000,76,0,9,2793557615.363,113640307.291
