stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,58.373,2.023,0.000,76,0,9,3062617439.784,346407036.895
refined,271.274,2.023,0.000,76,0,9,3062617439.784,81801203.128
