stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-2.410,-4.021,-4.574,1.911,-1.014,-1.545,0.557,0.194,-1.028,1413282812.025,0.599
norefined,2,-1.985,-4.199,-4.656,1.803,-1.072,-1.616,0.467,0.142,-1.045,988809398.995,0.473
norefined,3,-1.531,-4.354,-4.721,1.716,-1.083,-1.662,0.391,0.133,-1.039,675574934.248,0.352
norefined,4,-1.126,-4.576,-4.669,1.606,-1.014,-1.682,0.275,0.188,-1.030,607955201.190,0.246
norefined,5,-1.527,-4.699,-4.478,1.529,-0.879,-1.637,0.259,0.253,-0.947,564579767.183,0.325
norefined,6,-1.099,-4.887,-4.444,1.438,-0.810,-1.631,0.146,0.314,-0.932,506560539.164,0.225
norefined,7,-1.514,-4.980,-4.265,1.371,-0.676,-1.574,0.145,0.375,-0.842,478099506.441,0.304
norefined,8,-1.061,-5.130,-4.258,1.295,-0.623,-1.555,0.043,0.428,-0.822,429931080.378,0.207
norefined,9,-1.497,-5.188,-4.102,1.240,-0.504,-1.498,0.063,0.477,-0.732,416631460.994,0.289
norefined,10,-1.028,-5.309,-4.118,1.178,-0.470,-1.480,-0.025,0.516,-0.712,376124858.232,0.194
refined,11,-1.028,-5.309,-4.118,1.178,-0.470,-1.480,-0.025,0.516,-0.712,376124858.232,0.194
refined,12,-0.780,-4.668,-1.801,-0.366,0.040,0.467,-0.152,0.373,0.132,187576469.874,0.167
refined,13,-0.810,-4.438,-2.368,-0.038,0.062,-0.156,-0.271,0.377,0.114,117279091.937,0.183
refined,14,-0.957,-5.259,-2.809,-0.019,0.159,-0.122,-0.320,0.418,0.080,114861677.660,0.182
refined,15,-1.058,-5.857,-3.123,0.012,0.222,-0.081,-0.322,0.438,0.036,114010995.443,0.181
refined,16,-1.121,-6.238,-3.319,0.031,0.256,-0.051,-0.320,0.449,0.007,113736793.921,0.180
refined,17,-1.155,-6.449,-3.426,0.042,0.273,-0.033,-0.317,0.454,-0.008,113662777.434,0.179
refined,18,-1.172,-6.556,-3.480,0.048,0.282,-0.024,-0.315,0.457,-0.015,113645099.682,0.179
refined,19,-1.181,-6.607,-3.505,0.051,0.286,-0.020,-0.314,0.459,-0.019,113641156.785,0.179
refined,20,-1.184,-6.631,-3.517,0.052,0.287,-0.018,-0.313,0.459,-0.021,113640307.291,0.179
