stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.417,"[-2.361, -0.473]",0.944,-2.995,0.004
norefined,c,-7.433,"[-12.736, -2.13]",5.303,-2.798,0.007
norefined,s,-3.085,"[-5.258, -0.912]",2.173,-2.834,0.006
norefined,k0,-0.452,"[-1.705, 0.801]",1.253,-0.721,0.474
norefined,k1,-1.031,"[-2.191, 0.129]",1.160,-1.774,0.081
norefined,k2,-0.493,"[-1.688, 0.702]",1.195,-0.824,0.413
norefined,k3,0.002,"[-1.209, 1.212]",1.211,0.003,0.998
norefined,k4,0.768,"[-0.529, 2.064]",1.297,1.182,0.242
norefined,k5,-0.944,"[-2.1, 0.212]",1.156,-1.629,0.108
refined,tt,-2.412,"[-4.248, -0.576]",1.836,-2.622,0.011
refined,c,-13.023,"[-23.429, -2.617]",10.406,-2.498,0.015
refined,s,-7.206,"[-12.732, -1.68]",5.526,-2.603,0.011
refined,k0,-0.964,"[-2.268, 0.341]",1.304,-1.474,0.145
refined,k1,-0.044,"[-0.907, 0.818]",0.862,-0.103,0.919
refined,k2,0.805,"[-0.554, 2.164]",1.359,1.183,0.241
refined,k3,0.636,"[-1.009, 2.281]",1.645,0.772,0.443
refined,k4,0.609,"[-0.486, 1.703]",1.094,1.110,0.271
refined,k5,-0.790,"[-1.96, 0.38]",1.170,-1.348,0.182
