stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-2.756,-7.297,-2.210,-0.350,-0.961,-0.615,-0.048,1.007,-1.014,1065718467.629,0.378
norefined,2,-2.331,-7.365,-2.417,-0.391,-1.089,-0.641,-0.039,1.034,-0.965,772499794.583,0.317
norefined,3,-1.887,-7.416,-2.599,-0.428,-1.198,-0.662,-0.080,1.033,-0.933,518398618.425,0.254
norefined,4,-1.422,-7.455,-2.747,-0.457,-1.275,-0.660,-0.142,1.044,-0.924,357404684.780,0.191
norefined,5,-1.157,-7.410,-3.003,-0.450,-1.408,-0.610,-0.175,0.748,-0.985,393184871.991,0.156
norefined,6,-1.637,-7.367,-2.923,-0.457,-1.366,-0.615,-0.155,0.653,-0.995,386997055.462,0.222
norefined,7,-1.157,-7.412,-3.039,-0.450,-1.391,-0.589,-0.198,0.682,-0.980,391189313.173,0.156
norefined,8,-1.637,-7.371,-2.955,-0.456,-1.345,-0.592,-0.177,0.590,-0.987,384910624.821,0.222
norefined,9,-1.156,-7.417,-3.068,-0.448,-1.369,-0.565,-0.219,0.621,-0.972,389444620.133,0.156
norefined,10,-1.636,-7.376,-2.982,-0.453,-1.320,-0.567,-0.197,0.532,-0.977,383008517.360,0.222
refined,11,-1.422,-7.455,-2.747,-0.457,-1.275,-0.660,-0.142,1.044,-0.924,357404684.780,0.191
refined,12,-1.222,-6.682,-2.649,-0.317,-0.849,0.003,-0.860,-0.295,-0.459,328103205.006,0.183
refined,13,-1.247,-6.791,-2.749,-0.487,-0.911,-0.059,-0.653,-0.208,-0.282,323682130.410,0.184
refined,14,-1.213,-6.653,-2.713,-0.489,-0.870,-0.111,-0.598,-0.225,-0.265,323566158.492,0.182
refined,15,-1.228,-6.725,-2.743,-0.495,-0.880,-0.102,-0.605,-0.234,-0.256,323560634.579,0.183
refined,16,-1.218,-6.677,-2.727,-0.495,-0.872,-0.106,-0.599,-0.231,-0.255,323559803.031,0.182
refined,17,-1.224,-6.705,-2.737,-0.495,-0.876,-0.104,-0.602,-0.234,-0.254,323559541.084,0.183
refined,18,-1.221,-6.688,-2.731,-0.495,-0.874,-0.105,-0.600,-0.232,-0.255,323559451.891,0.182
refined,19,-1.222,-6.698,-2.735,-0.495,-0.875,-0.104,-0.601,-0.233,-0.254,323559419.094,0.182
refined,20,-1.221,-6.692,-2.733,-0.495,-0.874,-0.105,-0.601,-0.233,-0.255,323559407.406,0.182
