stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,11.640,2.023,0.000,76,0,9,2245840932.925,876054876.044
refined,28.652,2.023,0.000,76,0,9,2245840932.925,463171851.118
