stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.180,"[-1.896, -0.463]",0.717,-2.760,0.008
norefined,c,-4.955,"[-8.251, -1.658]",3.296,-2.521,0.015
norefined,s,-3.960,"[-6.15, -1.77]",2.190,-3.033,0.004
norefined,k0,0.004,"[-0.931, 0.938]",0.935,0.007,0.995
norefined,k1,0.422,"[-0.318, 1.162]",0.740,0.956,0.344
norefined,k2,-0.998,"[-1.868, -0.129]",0.870,-1.925,0.060
norefined,k3,-0.708,"[-1.632, 0.216]",0.924,-1.285,0.205
norefined,k4,0.877,"[-0.177, 1.931]",1.054,1.395,0.169
norefined,k5,-0.230,"[-1.197, 0.737]",0.967,-0.399,0.692
refined,tt,-1.129,"[-1.482, -0.775]",0.354,-5.350,0.000
refined,c,-6.563,"[-8.554, -4.572]",1.991,-5.528,0.000
refined,s,-3.402,"[-4.463, -2.341]",1.061,-5.379,0.000
refined,k0,-0.245,"[-0.861, 0.371]",0.616,-0.666,0.508
refined,k1,0.221,"[-0.28, 0.722]",0.501,0.740,0.463
refined,k2,-0.154,"[-0.644, 0.336]",0.490,-0.526,0.601
refined,k3,0.458,"[-0.051, 0.966]",0.509,1.509,0.138
refined,k4,-0.212,"[-0.867, 0.443]",0.655,-0.543,0.590
refined,k5,0.182,"[-0.326, 0.69]",0.508,0.602,0.550
