stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,0.530,-5.062,-2.289,-1.059,1.710,-1.686,0.243,0.894,1.691,6129756548.902,1584,0,0,-0.105
norefined,2,0.078,-5.149,-2.255,-1.183,1.663,-1.635,0.183,0.819,1.602,3754399320.530,1584,0,0,-0.015
norefined,3,-0.401,-5.191,-2.221,-1.246,1.601,-1.623,0.145,0.755,1.540,1475861942.875,1584,0,0,0.077
norefined,4,-0.884,-5.217,-2.183,-1.262,1.544,-1.595,0.116,0.687,1.469,966499775.615,1584,0,0,0.169
norefined,5,-0.894,-5.343,-2.345,-1.095,1.328,-1.496,-0.039,0.472,1.238,778560599.518,1584,0,0,0.167
norefined,6,-0.807,-5.457,-2.497,-0.910,1.110,-1.340,-0.178,0.302,1.010,637370418.976,1584,0,0,0.148
norefined,7,-1.016,-5.556,-2.540,-0.764,0.913,-1.105,-0.275,0.166,0.783,563277488.342,1584,0,0,0.183
norefined,8,-0.626,-5.645,-2.641,-0.598,0.811,-0.959,-0.328,0.088,0.675,653597190.212,1584,0,0,0.111
norefined,9,-1.115,-5.637,-2.561,-0.619,0.790,-0.914,-0.332,0.081,0.640,542552185.275,1584,0,0,0.198
norefined,10,-0.655,-5.705,-2.656,-0.495,0.746,-0.848,-0.343,0.044,0.601,617398371.771,1584,0,0,0.115
refined,11,-1.115,-5.637,-2.561,-0.619,0.790,-0.914,-0.332,0.081,0.640,542552185.275,1584,0,0,0.198
refined,12,-0.628,-4.015,-1.885,0.323,-0.104,0.153,0.096,-0.033,-0.009,455847877.574,1584,0,0,0.156
refined,13,-0.742,-4.278,-1.867,0.257,0.374,-0.325,0.049,0.152,-0.353,405743275.409,1584,0,0,0.173
refined,14,-0.785,-4.643,-2.008,0.289,0.312,-0.264,0.058,0.183,-0.312,403517060.641,1584,0,0,0.169
refined,15,-0.806,-4.778,-2.066,0.279,0.297,-0.265,0.067,0.199,-0.315,403395660.598,1584,0,0,0.169
refined,16,-0.814,-4.832,-2.086,0.276,0.288,-0.265,0.069,0.207,-0.312,403377550.250,1584,0,0,0.168
refined,17,-0.817,-4.852,-2.094,0.275,0.284,-0.265,0.070,0.210,-0.310,403374601.085,1584,0,0,0.168
refined,18,-0.818,-4.860,-2.097,0.274,0.282,-0.265,0.070,0.211,-0.309,403374109.119,1584,0,0,0.168
refined,19,-0.819,-4.864,-2.099,0.274,0.282,-0.265,0.070,0.211,-0.309,403374026.109,1584,0,0,0.168
refined,20,-0.819,-4.865,-2.099,0.274,0.281,-0.265,0.070,0.211,-0.308,403374011.988,1584,0,0,0.168
