stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.115,"[-1.979, -0.251]",0.864,-2.153,0.035
norefined,c,-5.637,"[-10.687, -0.587]",5.050,-1.862,0.067
norefined,s,-2.561,"[-4.643, -0.479]",2.082,-2.051,0.044
norefined,k0,-0.619,"[-1.498, 0.261]",0.879,-1.174,0.245
norefined,k1,0.790,"[-0.32, 1.9]",1.110,1.187,0.239
norefined,k2,-0.914,"[-1.821, -0.007]",0.907,-1.682,0.097
norefined,k3,-0.332,"[-1.218, 0.554]",0.886,-0.625,0.534
norefined,k4,0.081,"[-0.946, 1.108]",1.027,0.131,0.896
norefined,k5,0.640,"[-0.481, 1.761]",1.121,0.952,0.344
refined,tt,-0.819,"[-1.252, -0.387]",0.432,-3.159,0.002
refined,c,-4.865,"[-7.56, -2.171]",2.695,-3.011,0.004
refined,s,-2.099,"[-3.216, -0.982]",1.117,-3.134,0.003
refined,k0,0.274,"[-0.197, 0.745]",0.471,0.969,0.336
refined,k1,0.281,"[-0.417, 0.98]",0.699,0.672,0.504
refined,k2,-0.265,"[-0.754, 0.223]",0.489,-0.906,0.368
refined,k3,0.070,"[-0.477, 0.617]",0.547,0.214,0.831
refined,k4,0.211,"[-0.59, 1.012]",0.801,0.439,0.662
refined,k5,-0.308,"[-1.034, 0.417]",0.725,-0.709,0.481
