stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.060,"[-1.755, -0.365]",0.695,-2.543,0.013
norefined,c,-5.616,"[-9.9, -1.331]",4.285,-2.186,0.032
norefined,s,-2.604,"[-4.401, -0.807]",1.797,-2.417,0.018
norefined,k0,-0.768,"[-1.589, 0.054]",0.821,-1.559,0.124
norefined,k1,0.949,"[-0.014, 1.912]",0.963,1.645,0.105
norefined,k2,-0.999,"[-1.773, -0.225]",0.774,-2.152,0.035
norefined,k3,-0.076,"[-0.79, 0.637]",0.714,-0.178,0.859
norefined,k4,-0.024,"[-0.87, 0.823]",0.847,-0.046,0.963
norefined,k5,0.571,"[-0.338, 1.48]",0.909,1.047,0.299
refined,tt,-1.273,"[-1.928, -0.618]",0.655,-3.241,0.002
refined,c,-8.170,"[-12.539, -3.801]",4.369,-3.119,0.003
refined,s,-3.691,"[-5.544, -1.838]",1.853,-3.323,0.001
refined,k0,-0.260,"[-0.92, 0.401]",0.660,-0.656,0.514
refined,k1,1.026,"[0.041, 2.01]",0.985,1.737,0.087
refined,k2,-0.471,"[-1.032, 0.09]",0.561,-1.400,0.166
refined,k3,0.699,"[0.039, 1.358]",0.659,1.767,0.082
refined,k4,-0.289,"[-1.189, 0.611]",0.900,-0.535,0.594
refined,k5,-0.669,"[-1.675, 0.337]",1.006,-1.110,0.271
