stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,10.363,2.347,0.001,19,0,9,348809678.447,33778100.381
refined,27.679,2.347,0.000,19,0,9,348809678.447,13461714.685
