stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,0.317,-7.895,-3.108,1.280,1.469,-0.514,1.835,0.251,-0.976,1578521203.822,-0.040
norefined,2,-0.130,-7.947,-3.152,1.172,1.374,-0.567,1.716,0.180,-1.030,719434935.840,0.016
norefined,3,-0.595,-7.988,-3.145,1.049,1.307,-0.607,1.624,0.136,-1.047,308752311.755,0.074
norefined,4,-1.071,-7.985,-3.155,0.923,1.241,-0.638,1.587,0.122,-1.032,146248602.918,0.134
norefined,5,-1.526,-7.951,-3.177,0.775,1.140,-0.677,1.554,0.071,-0.968,73272804.463,0.192
norefined,6,-1.886,-7.937,-3.162,0.628,0.922,-0.768,1.465,-0.093,-0.878,75994312.143,0.238
norefined,7,-1.405,-8.030,-3.203,0.640,0.907,-0.824,1.420,-0.096,-0.928,69611450.578,0.175
norefined,8,-1.874,-7.957,-3.214,0.582,0.815,-0.797,1.398,-0.151,-0.837,73322763.347,0.235
norefined,9,-1.390,-8.042,-3.257,0.611,0.826,-0.838,1.363,-0.136,-0.887,67845309.785,0.173
norefined,10,-1.863,-7.968,-3.266,0.562,0.747,-0.800,1.348,-0.178,-0.792,71878022.546,0.234
refined,11,-1.390,-8.042,-3.257,0.611,0.826,-0.838,1.363,-0.136,-0.887,67845309.785,0.173
refined,12,-0.453,-2.619,-2.094,0.040,-0.065,-0.479,-1.387,0.668,1.169,114746750.472,0.173
refined,13,-0.665,-3.746,-2.163,0.223,0.131,-0.494,-0.429,0.414,0.216,36257924.999,0.178
refined,14,-0.754,-4.202,-2.311,0.168,0.278,-0.519,-0.198,0.176,0.158,33768937.063,0.179
refined,15,-0.782,-4.380,-2.399,0.179,0.279,-0.526,-0.195,0.168,0.189,33706540.924,0.178
refined,16,-0.794,-4.461,-2.443,0.187,0.270,-0.529,-0.206,0.176,0.209,33693224.043,0.178
refined,17,-0.802,-4.509,-2.469,0.192,0.264,-0.531,-0.213,0.182,0.220,33688952.609,0.178
refined,18,-0.806,-4.537,-2.484,0.194,0.260,-0.532,-0.217,0.185,0.227,33687487.926,0.178
refined,19,-0.809,-4.555,-2.493,0.196,0.258,-0.533,-0.219,0.187,0.231,33686967.276,0.178
refined,20,-0.811,-4.565,-2.499,0.197,0.257,-0.534,-0.221,0.188,0.233,33686778.191,0.178
