stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.390,"[-2.582, -0.198]",1.192,-1.981,0.057
norefined,c,-8.042,"[-15.379, -0.705]",7.337,-1.863,0.073
norefined,s,-3.257,"[-6.179, -0.336]",2.921,-1.895,0.068
norefined,k0,0.611,"[-0.545, 1.767]",1.156,0.898,0.377
norefined,k1,0.826,"[-0.255, 1.907]",1.081,1.298,0.204
norefined,k2,-0.838,"[-1.992, 0.316]",1.154,-1.234,0.227
norefined,k3,1.363,"[-0.744, 3.47]",2.107,1.099,0.281
norefined,k4,-0.136,"[-1.476, 1.205]",1.341,-0.172,0.865
norefined,k5,-0.887,"[-2.162, 0.388]",1.275,-1.182,0.247
refined,tt,-0.811,"[-1.143, -0.479]",0.332,-4.147,0.000
refined,c,-4.565,"[-6.561, -2.569]",1.996,-3.886,0.001
refined,s,-2.499,"[-3.657, -1.341]",1.158,-3.666,0.001
refined,k0,0.197,"[-0.246, 0.64]",0.443,0.756,0.456
refined,k1,0.257,"[-0.323, 0.837]",0.580,0.752,0.458
refined,k2,-0.534,"[-1.116, 0.048]",0.582,-1.559,0.130
refined,k3,-0.221,"[-0.922, 0.48]",0.701,-0.535,0.597
refined,k4,0.188,"[-0.468, 0.844]",0.656,0.487,0.630
refined,k5,0.233,"[-0.33, 0.797]",0.564,0.704,0.487
