stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.176,"[-4.571, 2.219]",3.395,-0.628,0.544
norefined,c,-7.941,"[-31.187, 15.306]",23.247,-0.619,0.550
norefined,s,-3.395,"[-11.914, 5.124]",8.519,-0.722,0.487
norefined,k0,0.802,"[-2.056, 3.659]",2.858,0.509,0.622
norefined,k1,0.911,"[-2.771, 4.594]",3.683,0.448,0.663
norefined,k2,-0.533,"[-5.615, 4.549]",5.082,-0.190,0.853
norefined,k3,1.533,"[-7.535, 10.6]",9.068,0.306,0.766
norefined,k4,-0.027,"[-5.064, 5.01]",5.037,-0.010,0.992
norefined,k5,-1.254,"[-7.297, 4.788]",6.043,-0.376,0.715
refined,tt,-0.865,"[-1.953, 0.222]",1.088,-1.442,0.180
refined,c,-5.233,"[-12.42, 1.954]",7.187,-1.320,0.216
refined,s,-2.141,"[-4.27, -0.012]",2.129,-1.823,0.098
refined,k0,0.019,"[-1.375, 1.413]",1.394,0.025,0.981
refined,k1,0.825,"[-0.399, 2.05]",1.225,1.222,0.250
refined,k2,0.775,"[-1.371, 2.92]",2.146,0.655,0.528
refined,k3,1.884,"[-1.976, 5.744]",3.860,0.885,0.397
refined,k4,-0.697,"[-2.9, 1.505]",2.203,-0.574,0.579
refined,k5,-1.291,"[-4.05, 1.468]",2.759,-0.848,0.416
