stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.280,"[-2.052, -0.508]",0.772,-3.311,0.002
norefined,c,-6.510,"[-10.488, -2.532]",3.978,-3.267,0.002
norefined,s,-2.606,"[-4.088, -1.124]",1.482,-3.510,0.001
norefined,k0,-0.957,"[-2.176, 0.262]",1.219,-1.567,0.122
norefined,k1,-0.492,"[-1.383, 0.399]",0.891,-1.101,0.275
norefined,k2,0.516,"[-0.495, 1.526]",1.010,1.018,0.312
norefined,k3,0.487,"[-0.282, 1.257]",0.770,1.264,0.211
norefined,k4,0.113,"[-1.0, 1.226]",1.113,0.203,0.840
norefined,k5,-1.024,"[-1.99, -0.058]",0.966,-2.115,0.038
refined,tt,-1.282,"[-1.782, -0.782]",0.500,-5.121,0.000
refined,c,-7.574,"[-10.595, -4.553]",3.021,-5.004,0.000
refined,s,-3.793,"[-5.136, -2.449]",1.344,-5.634,0.000
refined,k0,-0.287,"[-1.017, 0.444]",0.731,-0.783,0.437
refined,k1,0.443,"[-0.039, 0.925]",0.482,1.834,0.071
refined,k2,-0.026,"[-0.668, 0.617]",0.642,-0.079,0.937
refined,k3,-0.194,"[-0.609, 0.221]",0.415,-0.932,0.355
refined,k4,0.173,"[-0.552, 0.898]",0.725,0.477,0.635
refined,k5,-0.160,"[-0.703, 0.384]",0.543,-0.586,0.560
