stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.149,"[-2.344, 0.045]",1.194,-1.920,0.059
norefined,c,-6.077,"[-12.985, 0.832]",6.908,-1.756,0.084
norefined,s,-3.549,"[-7.478, 0.38]",3.929,-1.803,0.076
norefined,k0,0.402,"[-1.02, 1.825]",1.422,0.564,0.574
norefined,k1,-0.979,"[-2.479, 0.52]",1.499,-1.304,0.197
norefined,k2,-0.217,"[-2.088, 1.654]",1.871,-0.232,0.818
norefined,k3,1.304,"[-0.416, 3.023]",1.720,1.513,0.135
norefined,k4,0.167,"[-1.406, 1.74]",1.573,0.212,0.833
norefined,k5,-0.391,"[-2.211, 1.429]",1.820,-0.429,0.669
refined,tt,-0.176,"[-0.219, -0.133]",0.043,-8.177,0.000
refined,c,-0.633,"[-0.933, -0.334]",0.300,-4.219,0.000
refined,s,-0.453,"[-0.598, -0.308]",0.145,-6.219,0.000
refined,k0,0.154,"[-0.042, 0.35]",0.196,1.565,0.122
refined,k1,0.072,"[-0.149, 0.292]",0.220,0.649,0.518
refined,k2,0.095,"[-0.123, 0.314]",0.219,0.872,0.387
refined,k3,-0.073,"[-0.294, 0.148]",0.221,-0.657,0.513
refined,k4,0.216,"[-0.066, 0.498]",0.282,1.529,0.131
refined,k5,0.121,"[-0.138, 0.379]",0.258,0.932,0.355
