stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,70.140,2.023,0.000,0,9,3487420716.220,334627644.953,76
refined,153.475,2.023,0.000,0,9,3487420716.220,161335291.453,76
