stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,0.391,-7.365,-1.137,-0.355,-1.249,-0.778,-1.254,-0.346,0.082,2308305030.443,-0.053
norefined,2,-0.094,-7.368,-1.162,-0.396,-1.266,-0.803,-1.301,-0.424,0.023,1516564475.169,0.013
norefined,3,-0.578,-7.350,-1.245,-0.385,-1.204,-0.801,-1.306,-0.462,-0.028,1105789282.308,0.079
norefined,4,-1.035,-7.286,-1.405,-0.360,-1.151,-0.836,-1.252,-0.497,-0.079,1057936517.349,0.142
norefined,5,-0.616,-7.294,-1.655,-0.362,-1.157,-0.908,-1.172,-0.504,-0.086,1017622716.633,0.084
norefined,6,-1.088,-7.225,-1.766,-0.320,-1.101,-0.941,-1.137,-0.535,-0.129,955618643.028,0.151
norefined,7,-0.648,-7.235,-1.987,-0.316,-1.100,-0.993,-1.072,-0.536,-0.139,964107591.459,0.090
norefined,8,-1.127,-7.166,-2.063,-0.262,-1.039,-1.009,-1.050,-0.568,-0.182,897335850.586,0.157
norefined,9,-0.671,-7.181,-2.259,-0.251,-1.030,-1.040,-0.998,-0.561,-0.197,930814847.397,0.093
norefined,10,-1.154,-7.113,-2.304,-0.195,-0.969,-1.038,-0.990,-0.598,-0.239,864246331.213,0.162
refined,11,-1.154,-7.113,-2.304,-0.195,-0.969,-1.038,-0.990,-0.598,-0.239,864246331.213,0.162
refined,12,-0.043,0.202,-1.385,1.219,-0.532,1.118,-0.456,-0.929,-1.859,2639714139.988,-0.211
refined,13,-0.289,-1.631,-1.060,-0.261,0.051,-0.234,0.136,-0.184,-0.839,738079756.208,0.177
refined,14,-0.453,-2.569,-1.520,-0.023,0.119,-0.030,-0.320,-0.236,-0.683,636630036.522,0.177
refined,15,-0.509,-2.720,-1.730,0.180,0.010,0.139,-0.420,-0.324,-0.633,630813096.700,0.187
refined,16,-0.536,-2.827,-1.821,0.194,-0.005,0.161,-0.456,-0.328,-0.655,630505905.461,0.190
refined,17,-0.539,-2.823,-1.834,0.207,-0.017,0.174,-0.462,-0.327,-0.662,630471606.096,0.191
refined,18,-0.543,-2.841,-1.847,0.205,-0.016,0.176,-0.467,-0.329,-0.665,630467304.139,0.191
refined,19,-0.543,-2.839,-1.847,0.207,-0.018,0.178,-0.467,-0.328,-0.666,630466720.746,0.191
refined,20,-0.544,-2.842,-1.849,0.207,-0.017,0.178,-0.468,-0.329,-0.667,630466635.089,0.191
