stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,39.480,1.727,0.000,76,0,9,3351041572.671,531628683.615
refined,67.156,1.727,0.000,76,0,9,3351041572.671,334404904.396
