stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.040,-7.170,-3.368,-0.365,-1.754,-0.873,-0.352,-0.756,-0.104,802580712.451,0.006
norefined,2,-0.530,-7.137,-3.402,-0.423,-1.765,-0.845,-0.399,-0.746,-0.136,449441511.822,0.074
norefined,3,-1.022,-7.118,-3.360,-0.451,-1.752,-0.795,-0.442,-0.739,-0.117,145526432.195,0.144
norefined,4,-1.508,-7.093,-3.307,-0.461,-1.685,-0.782,-0.430,-0.721,-0.045,133749086.025,0.213
norefined,5,-1.036,-7.148,-3.414,-0.471,-1.646,-0.826,-0.334,-0.718,-0.034,138469193.930,0.145
norefined,6,-1.521,-7.137,-3.328,-0.484,-1.585,-0.790,-0.340,-0.706,0.016,129373424.417,0.213
norefined,7,-1.043,-7.197,-3.422,-0.494,-1.555,-0.814,-0.251,-0.709,0.011,133614743.382,0.145
norefined,8,-1.526,-7.191,-3.326,-0.507,-1.496,-0.768,-0.262,-0.696,0.053,125694753.459,0.212
norefined,9,-1.047,-7.252,-3.418,-0.515,-1.469,-0.782,-0.177,-0.700,0.043,129166755.789,0.144
norefined,10,-1.528,-7.248,-3.318,-0.528,-1.410,-0.731,-0.190,-0.685,0.081,122112704.737,0.211
refined,11,-1.528,-7.248,-3.318,-0.528,-1.410,-0.731,-0.190,-0.685,0.081,122112704.737,0.211
refined,12,-1.419,-8.402,-3.951,-0.319,0.695,0.576,0.837,-0.176,-0.081,75472533.935,0.169
refined,13,-1.331,-7.824,-3.670,-0.884,0.428,0.055,0.574,-0.547,-0.057,56569332.754,0.170
refined,14,-1.552,-9.143,-4.124,-0.474,0.356,0.024,0.778,-0.417,-0.214,52618909.305,0.170
refined,15,-1.653,-9.779,-4.384,-0.519,0.304,0.018,0.809,-0.469,-0.125,52199979.509,0.169
refined,16,-1.728,-10.250,-4.568,-0.526,0.285,-0.001,0.873,-0.465,-0.119,52085178.159,0.169
refined,17,-1.761,-10.467,-4.650,-0.532,0.270,-0.012,0.891,-0.474,-0.100,52053234.529,0.168
refined,18,-1.783,-10.607,-4.705,-0.532,0.265,-0.019,0.908,-0.474,-0.098,52044552.081,0.168
refined,19,-1.793,-10.670,-4.728,-0.532,0.261,-0.022,0.914,-0.477,-0.094,52042211.225,0.168
refined,20,-1.799,-10.708,-4.743,-0.532,0.260,-0.025,0.918,-0.477,-0.093,52041585.133,0.168
