stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-0.040,-7.170,-3.368,-0.365,-1.754,-0.873,-0.352,-0.756,-0.104,181938535.938,0.006
norefined,2,-0.537,-7.173,-3.335,-0.396,-1.756,-0.877,-0.357,-0.778,-0.099,127921350.994,0.075
norefined,3,-1.024,-7.171,-3.262,-0.401,-1.747,-0.808,-0.356,-0.769,-0.043,68008022.420,0.143
norefined,4,-1.475,-7.190,-3.098,-0.446,-1.671,-0.729,-0.333,-0.729,0.009,72405678.765,0.205
norefined,5,-0.993,-7.270,-3.154,-0.483,-1.639,-0.688,-0.349,-0.699,-0.043,65730102.973,0.137
norefined,6,-1.457,-7.267,-3.029,-0.507,-1.551,-0.642,-0.310,-0.665,0.035,69057359.131,0.201
norefined,7,-0.975,-7.342,-3.100,-0.538,-1.513,-0.607,-0.324,-0.633,-0.011,63882195.982,0.133
norefined,8,-1.440,-7.329,-2.995,-0.547,-1.417,-0.573,-0.273,-0.599,0.081,66071423.291,0.196
norefined,9,-0.958,-7.400,-3.075,-0.570,-1.376,-0.539,-0.284,-0.564,0.040,61968361.658,0.129
norefined,10,-1.421,-7.382,-2.982,-0.568,-1.273,-0.509,-0.223,-0.526,0.142,62906316.245,0.192
refined,11,-0.958,-7.400,-3.075,-0.570,-1.376,-0.539,-0.284,-0.564,0.040,61968361.658,0.129
refined,12,0.358,2.722,2.319,-0.475,4.199,0.866,-2.572,2.082,0.399,1394089081.871,0.132
refined,13,-3.126,-23.796,-20.192,-3.268,-27.067,-3.257,18.658,-19.101,-0.603,187757390.685,0.131
refined,14,67.043,527.957,495.212,92.944,676.389,92.676,-438.397,479.369,-22.456,1747526521.092,0.127
refined,15,2300.163,4365.681,184.953,-3527.535,-3449.595,3107.330,-8839.495,-5003.264,7153.764,2581666637.235,0.527
refined,16,2300.163,4365.681,184.953,-3527.535,-3449.595,3107.330,-8839.495,-5003.264,7153.764,2581666637.235,0.527
refined,17,2300.163,4365.681,184.953,-3527.535,-3449.595,3107.330,-8839.495,-5003.264,7153.764,2581666637.235,0.527
refined,18,2300.163,4365.681,184.953,-3527.535,-3449.595,3107.330,-8839.495,-5003.264,7153.764,2581666637.235,0.527
refined,19,2300.163,4365.681,184.953,-3527.535,-3449.595,3107.330,-8839.495,-5003.264,7153.764,2581666637.235,0.527
refined,20,2300.163,4365.681,184.953,-3527.535,-3449.595,3107.330,-8839.495,-5003.264,7153.764,2581666637.235,0.527
