stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.773,"[-1.105, -0.44]",0.333,-4.638,0.000
norefined,c,-5.426,"[-7.507, -3.344]",2.082,-5.203,0.000
norefined,s,-3.357,"[-4.764, -1.951]",1.407,-4.764,0.000
norefined,k0,-0.432,"[-1.165, 0.302]",0.734,-1.174,0.245
norefined,k1,-0.262,"[-1.084, 0.561]",0.823,-0.635,0.528
norefined,k2,0.736,"[0.106, 1.366]",0.630,2.331,0.023
norefined,k3,-0.371,"[-1.118, 0.376]",0.747,-0.992,0.325
norefined,k4,-0.139,"[-0.818, 0.54]",0.679,-0.408,0.684
norefined,k5,-0.276,"[-0.996, 0.445]",0.721,-0.764,0.448
refined,tt,-0.953,"[-1.239, -0.668]",0.286,-6.659,0.000
refined,c,-5.929,"[-7.64, -4.217]",1.712,-6.914,0.000
refined,s,-2.930,"[-3.793, -2.066]",0.864,-6.772,0.000
refined,k0,-0.394,"[-0.928, 0.141]",0.535,-1.470,0.146
refined,k1,0.320,"[-0.17, 0.809]",0.489,1.304,0.197
refined,k2,0.187,"[-0.289, 0.664]",0.476,0.785,0.435
refined,k3,-0.041,"[-0.583, 0.502]",0.542,-0.150,0.882
refined,k4,0.224,"[-0.248, 0.695]",0.472,0.946,0.347
refined,k5,0.142,"[-0.338, 0.622]",0.480,0.590,0.557
