stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,27.378,1.727,0.000,76,0,9,3667763109.188,784108148.835
refined,41.439,1.727,0.000,76,0,9,3667763109.188,558564939.703
