stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,39.346,2.023,0.000,0,9,2834559436.959,450982167.311,76
refined,83.929,2.023,0.000,0,9,2834559436.959,230939133.879,76
