stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.800,"[-1.765, 0.164]",0.965,-1.656,0.102
norefined,c,-5.265,"[-11.751, 1.222]",6.486,-1.620,0.110
norefined,s,-3.544,"[-7.966, 0.877]",4.422,-1.600,0.114
norefined,k0,-0.825,"[-3.219, 1.57]",2.394,-0.688,0.494
norefined,k1,1.289,"[-0.846, 3.423]",2.134,1.205,0.232
norefined,k2,1.783,"[-1.081, 4.646]",2.863,1.243,0.218
norefined,k3,-0.499,"[-2.492, 1.494]",1.993,-0.500,0.619
norefined,k4,-2.113,"[-4.84, 0.614]",2.727,-1.547,0.127
norefined,k5,1.695,"[-0.987, 4.377]",2.682,1.261,0.212
refined,tt,-0.800,"[-1.765, 0.164]",0.965,-1.656,0.102
refined,c,-5.265,"[-11.751, 1.222]",6.486,-1.620,0.110
refined,s,-3.544,"[-7.966, 0.877]",4.422,-1.600,0.114
refined,k0,-0.825,"[-3.219, 1.57]",2.394,-0.688,0.494
refined,k1,1.289,"[-0.846, 3.423]",2.134,1.205,0.232
refined,k2,1.783,"[-1.081, 4.646]",2.863,1.243,0.218
refined,k3,-0.499,"[-2.492, 1.494]",1.993,-0.500,0.619
refined,k4,-2.113,"[-4.84, 0.614]",2.727,-1.547,0.127
refined,k5,1.695,"[-0.987, 4.377]",2.682,1.261,0.212
