stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-2.291,-4.630,-3.466,-0.532,1.927,1.904,-0.649,-1.978,1.964,2054284248.314,1584,0,0,0.495
norefined,2,-1.852,-4.780,-3.500,-0.506,1.803,1.931,-0.682,-2.099,1.928,1593547308.089,1584,0,0,0.387
norefined,3,-1.378,-4.895,-3.565,-0.486,1.755,1.912,-0.717,-2.160,1.919,909144145.350,1584,0,0,0.282
norefined,4,-0.902,-4.991,-3.636,-0.506,1.700,1.861,-0.744,-2.198,1.886,648169074.869,1584,0,0,0.181
norefined,5,-1.330,-5.048,-3.541,-0.613,1.535,1.767,-0.753,-2.219,1.805,732592500.142,1584,0,0,0.264
norefined,6,-0.856,-5.148,-3.600,-0.644,1.474,1.710,-0.779,-2.257,1.766,571941920.070,1584,0,0,0.166
norefined,7,-1.294,-5.187,-3.512,-0.752,1.324,1.632,-0.789,-2.267,1.677,582549364.939,1584,0,0,0.250
norefined,8,-0.821,-5.289,-3.564,-0.787,1.261,1.569,-0.820,-2.303,1.634,498399277.549,1584,0,0,0.155
norefined,9,-1.272,-5.310,-3.494,-0.889,1.128,1.499,-0.830,-2.305,1.542,475681729.127,1584,0,0,0.240
norefined,10,-0.797,-5.409,-3.553,-0.913,1.079,1.430,-0.869,-2.330,1.502,450982167.310,1584,0,0,0.147
refined,11,-0.797,-5.409,-3.553,-0.913,1.079,1.430,-0.869,-2.330,1.502,450982167.310,1584,0,0,0.147
refined,12,-0.612,-3.208,-1.873,0.245,-0.162,-0.772,0.413,0.292,-0.732,398430221.933,1584,0,0,0.191
refined,13,-0.743,-4.392,-2.343,-0.190,0.047,-0.249,-0.203,-0.078,-0.191,259202040.508,1584,0,0,0.169
refined,14,-1.070,-6.059,-3.639,-0.360,-0.057,-0.344,-0.442,-0.222,-0.033,235689016.425,1584,0,0,0.177
refined,15,-1.327,-7.408,-4.794,-0.521,-0.269,-0.489,-0.590,-0.191,0.016,231108017.148,1584,0,0,0.179
refined,16,-1.373,-7.655,-4.984,-0.593,-0.292,-0.510,-0.650,-0.199,0.042,230945439.462,1584,0,0,0.179
refined,17,-1.381,-7.694,-5.004,-0.594,-0.288,-0.510,-0.656,-0.199,0.032,230939602.469,1584,0,0,0.180
refined,18,-1.381,-7.693,-5.002,-0.599,-0.284,-0.511,-0.659,-0.202,0.034,230939201.245,1584,0,0,0.180
refined,19,-1.382,-7.700,-5.007,-0.599,-0.285,-0.511,-0.658,-0.201,0.032,230939146.706,1584,0,0,0.179
refined,20,-1.382,-7.696,-5.004,-0.600,-0.283,-0.511,-0.659,-0.202,0.033,230939133.876,1584,0,0,0.180
