stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,107.512,2.023,0.000,0,9,3057873605.972,198024462.173,76
refined,167.887,2.023,0.000,0,9,3057873605.972,129835078.796,76
