stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,-1.040,-5.784,-2.379,-1.525,-1.259,-0.876,-0.027,0.542,0.614,315820877.196,0.180
norefined,2,-0.624,-5.849,-2.512,-1.375,-1.136,-0.860,-0.023,0.544,0.484,336198010.450,0.107
norefined,3,-1.111,-5.818,-2.489,-1.289,-1.091,-0.896,0.002,0.550,0.469,288980566.323,0.191
norefined,4,-0.672,-5.883,-2.600,-1.161,-0.988,-0.864,-0.006,0.556,0.354,293448544.660,0.114
norefined,5,-1.157,-5.851,-2.566,-1.068,-0.936,-0.895,0.020,0.564,0.337,265325516.471,0.198
norefined,6,-0.702,-5.915,-2.664,-0.966,-0.853,-0.854,0.001,0.571,0.237,263341200.635,0.119
norefined,7,-1.185,-5.881,-2.620,-0.871,-0.800,-0.880,0.029,0.581,0.218,245682194.016,0.201
norefined,8,-0.719,-5.943,-2.710,-0.794,-0.732,-0.836,0.002,0.585,0.129,241369278.973,0.121
norefined,9,-1.202,-5.907,-2.659,-0.703,-0.681,-0.858,0.032,0.597,0.108,229915682.531,0.204
norefined,10,-0.730,-5.967,-2.746,-0.646,-0.625,-0.814,-0.000,0.600,0.027,224824633.718,0.122
refined,11,-0.730,-5.967,-2.746,-0.646,-0.625,-0.814,-0.000,0.600,0.027,224824633.718,0.122
refined,12,-0.591,-3.223,-1.751,0.304,0.322,-0.426,-0.101,0.599,-0.867,195230238.221,0.183
refined,13,-0.677,-3.963,-1.899,-0.072,0.201,-0.361,-0.182,0.664,-0.474,144774744.777,0.171
refined,14,-0.757,-4.530,-2.118,-0.093,0.160,-0.494,-0.166,0.669,-0.459,142266581.709,0.167
refined,15,-0.783,-4.646,-2.192,-0.096,0.152,-0.499,-0.174,0.679,-0.459,142149369.094,0.169
refined,16,-0.789,-4.678,-2.207,-0.095,0.150,-0.503,-0.174,0.683,-0.459,142144334.865,0.169
refined,17,-0.790,-4.683,-2.210,-0.095,0.151,-0.503,-0.174,0.684,-0.459,142144095.346,0.169
refined,18,-0.790,-4.685,-2.211,-0.095,0.150,-0.503,-0.174,0.684,-0.459,142144082.503,0.169
refined,19,-0.791,-4.685,-2.211,-0.095,0.151,-0.503,-0.174,0.684,-0.459,142144081.721,0.169
refined,20,-0.791,-4.685,-2.211,-0.095,0.150,-0.503,-0.174,0.684,-0.459,142144081.664,0.169
