stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.675,"[-1.062, -0.288]",0.387,-3.481,0.001
norefined,c,-6.142,"[-9.303, -2.98]",3.162,-3.877,0.000
norefined,s,-2.642,"[-3.959, -1.325]",1.317,-4.005,0.000
norefined,k0,-0.489,"[-1.135, 0.157]",0.646,-1.511,0.136
norefined,k1,-0.745,"[-1.702, 0.213]",0.958,-1.552,0.125
norefined,k2,-0.587,"[-1.624, 0.45]",1.037,-1.129,0.263
norefined,k3,0.006,"[-0.652, 0.665]",0.658,0.019,0.985
norefined,k4,0.399,"[-0.447, 1.245]",0.846,0.942,0.349
norefined,k5,0.414,"[-0.469, 1.297]",0.883,0.935,0.353
refined,tt,-1.128,"[-1.583, -0.673]",0.455,-4.947,0.000
refined,c,-7.623,"[-10.336, -4.91]",2.713,-5.608,0.000
refined,s,-3.125,"[-4.321, -1.93]",1.195,-5.218,0.000
refined,k0,0.113,"[-0.385, 0.612]",0.499,0.453,0.652
refined,k1,-0.042,"[-0.668, 0.584]",0.626,-0.134,0.894
refined,k2,-0.084,"[-0.896, 0.728]",0.812,-0.207,0.837
refined,k3,0.127,"[-0.462, 0.716]",0.589,0.429,0.669
refined,k4,0.191,"[-0.329, 0.712]",0.521,0.733,0.466
refined,k5,0.376,"[-0.222, 0.974]",0.598,1.255,0.214
