attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.041,"[-1.434, -0.648]",0.393,-5.284,0.000,41,0.150,111522365.546,0.107,-1.000,-0.041,0,0,fn
c,-7.194,"[-9.709, -4.679]",2.515,-5.710,0.000,41,0.150,111522365.546,0.107,-6.000,-1.194,0,0,fn
s,-3.221,"[-4.374, -2.068]",1.153,-5.574,0.000,41,0.150,111522365.546,0.107,-3.000,-0.221,0,0,fn
k0,-0.535,"[-1.076, 0.006]",0.541,-1.973,0.053,41,0.150,111522365.546,0.107,0.000,-0.535,0,1,fp
k1,0.123,"[-0.523, 0.769]",0.646,0.380,0.705,41,0.150,111522365.546,0.107,0.000,0.123,0,0,fp
k2,-0.099,"[-0.919, 0.722]",0.820,-0.240,0.811,41,0.150,111522365.546,0.107,0.000,-0.099,0,0,fp
k3,0.173,"[-0.404, 0.75]",0.577,0.599,0.551,41,0.150,111522365.546,0.107,0.000,0.173,0,0,fp
k4,-0.081,"[-0.622, 0.46]",0.541,-0.298,0.767,41,0.150,111522365.546,0.107,0.000,-0.081,0,0,fp
k5,0.446,"[-0.237, 1.128]",0.682,1.303,0.197,41,0.150,111522365.546,0.107,0.000,0.446,0,0,fp
vot,0.145,,,,,41,0.150,111522365.546,0.107,0.167,-0.022,0,0,fn
tt,-1.128,"[-1.583, -0.673]",0.455,-4.947,0.000,41,0.200,106554850.438,0.101,-1.000,-0.128,0,0,fn
c,-7.623,"[-10.336, -4.91]",2.713,-5.608,0.000,41,0.200,106554850.438,0.101,-6.000,-1.623,0,0,fn
s,-3.125,"[-4.321, -1.93]",1.195,-5.218,0.000,41,0.200,106554850.438,0.101,-3.000,-0.125,0,0,fn
k0,0.113,"[-0.385, 0.612]",0.499,0.453,0.652,41,0.200,106554850.438,0.101,0.000,0.113,0,0,fp
k1,-0.042,"[-0.668, 0.584]",0.626,-0.134,0.894,41,0.200,106554850.438,0.101,0.000,-0.042,0,0,fp
k2,-0.084,"[-0.896, 0.728]",0.812,-0.207,0.837,41,0.200,106554850.438,0.101,0.000,-0.084,0,0,fp
k3,0.127,"[-0.462, 0.716]",0.589,0.429,0.669,41,0.200,106554850.438,0.101,0.000,0.127,0,0,fp
k4,0.191,"[-0.329, 0.712]",0.521,0.733,0.466,41,0.200,106554850.438,0.101,0.000,0.191,0,0,fp
k5,0.376,"[-0.222, 0.974]",0.598,1.255,0.214,41,0.200,106554850.438,0.101,0.000,0.376,0,0,fp
vot,0.148,,,,,41,0.200,106554850.438,0.101,0.167,-0.019,0,0,fn
tt,-0.791,"[-1.122, -0.46]",0.331,-4.768,0.000,41,0.250,142144081.664,0.120,-1.000,0.209,0,0,fn
c,-4.685,"[-6.482, -2.888]",1.797,-5.203,0.000,41,0.250,142144081.664,0.120,-6.000,1.315,0,0,fn
s,-2.211,"[-3.104, -1.318]",0.893,-4.942,0.000,41,0.250,142144081.664,0.120,-3.000,0.789,0,0,fn
k0,-0.095,"[-0.508, 0.318]",0.413,-0.460,0.647,41,0.250,142144081.664,0.120,0.000,-0.095,0,0,fp
k1,0.150,"[-0.443, 0.744]",0.593,0.506,0.614,41,0.250,142144081.664,0.120,0.000,0.150,0,0,fp
k2,-0.503,"[-1.186, 0.18]",0.683,-1.470,0.146,41,0.250,142144081.664,0.120,0.000,-0.503,0,0,fp
k3,-0.174,"[-0.668, 0.32]",0.494,-0.704,0.484,41,0.250,142144081.664,0.120,0.000,-0.174,0,0,fp
k4,0.684,"[0.156, 1.213]",0.529,2.584,0.012,41,0.250,142144081.664,0.120,0.000,0.684,0,1,fp
k5,-0.459,"[-0.961, 0.043]",0.502,-1.825,0.072,41,0.250,142144081.664,0.120,0.000,-0.459,0,1,fp
vot,0.169,,,,,41,0.250,142144081.664,0.120,0.167,0.002,0,0,fn
