stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,52.029,1.727,0.000,76,0,9,3350091761.910,419343140.972
refined,104.184,1.727,0.000,76,0,9,3350091761.910,223416113.158
