stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.412,"[-2.985, 0.161]",1.573,-1.627,0.135
norefined,c,-7.444,"[-17.37, 2.481]",9.925,-1.359,0.204
norefined,s,-4.521,"[-9.84, 0.797]",5.319,-1.541,0.154
norefined,k0,-0.818,"[-3.645, 2.009]",2.827,-0.525,0.611
norefined,k1,-0.553,"[-3.15, 2.045]",2.598,-0.386,0.708
norefined,k2,-0.083,"[-1.432, 1.265]",1.348,-0.112,0.913
norefined,k3,-1.849,"[-6.314, 2.616]",4.465,-0.750,0.470
norefined,k4,0.932,"[-1.165, 3.03]",2.097,0.806,0.439
norefined,k5,-0.952,"[-4.72, 2.816]",3.768,-0.458,0.657
refined,tt,-1.405,"[-2.573, -0.237]",1.168,-2.180,0.054
refined,c,-6.153,"[-12.136, -0.171]",5.982,-1.864,0.092
refined,s,-3.418,"[-6.601, -0.235]",3.183,-1.946,0.080
refined,k0,-1.104,"[-2.893, 0.686]",1.790,-1.118,0.290
refined,k1,-0.894,"[-2.528, 0.741]",1.634,-0.991,0.345
refined,k2,-0.141,"[-1.001, 0.719]",0.860,-0.298,0.772
refined,k3,0.401,"[-2.443, 3.244]",2.844,0.255,0.804
refined,k4,0.112,"[-1.097, 1.321]",1.209,0.168,0.870
refined,k5,-1.747,"[-3.899, 0.404]",2.151,-1.472,0.172
