stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.412,"[-2.059, -0.764]",0.647,-3.658,0.001
norefined,c,-7.348,"[-10.584, -4.112]",3.236,-3.808,0.000
norefined,s,-4.705,"[-6.948, -2.463]",2.242,-3.519,0.001
norefined,k0,-0.562,"[-1.499, 0.376]",0.938,-1.005,0.320
norefined,k1,-0.452,"[-1.226, 0.322]",0.774,-0.980,0.332
norefined,k2,-0.263,"[-0.869, 0.344]",0.607,-0.726,0.471
norefined,k3,-1.872,"[-3.691, -0.054]",1.818,-1.727,0.091
norefined,k4,1.002,"[0.195, 1.809]",0.807,2.083,0.043
norefined,k5,-0.796,"[-1.592, 0.001]",0.796,-1.676,0.100
refined,tt,-1.540,"[-1.984, -1.095]",0.445,-5.806,0.000
refined,c,-8.723,"[-11.108, -6.337]",2.386,-6.133,0.000
refined,s,-4.349,"[-5.631, -3.067]",1.282,-5.691,0.000
refined,k0,0.272,"[-0.358, 0.902]",0.630,0.724,0.472
refined,k1,-0.995,"[-1.495, -0.495]",0.500,-3.338,0.002
refined,k2,0.351,"[-0.065, 0.767]",0.416,1.415,0.163
refined,k3,-0.012,"[-0.909, 0.885]",0.897,-0.022,0.982
refined,k4,0.566,"[0.045, 1.087]",0.521,1.823,0.075
refined,k5,-0.356,"[-0.806, 0.094]",0.450,-1.326,0.191
