stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,-1.107,-6.234,-3.594,-0.747,-0.998,0.439,0.212,-0.458,0.348,1139341227.058,1584,0,0,0.178
norefined,2,-0.923,-6.361,-3.511,-0.595,-0.668,0.546,0.309,-0.260,0.314,1031177162.940,1584,0,0,0.145
norefined,3,-1.301,-6.381,-3.396,-0.483,-0.455,0.654,0.363,-0.124,0.364,1040745254.093,1584,0,0,0.204
norefined,4,-0.837,-6.444,-3.454,-0.458,-0.331,0.687,0.417,-0.059,0.308,978165055.165,1584,0,0,0.130
norefined,5,-1.313,-6.411,-3.385,-0.405,-0.258,0.743,0.443,-0.022,0.372,1005819405.164,1584,0,0,0.205
norefined,6,-0.841,-6.465,-3.453,-0.389,-0.152,0.771,0.493,0.029,0.322,942299218.687,1584,0,0,0.130
norefined,7,-1.321,-6.427,-3.384,-0.340,-0.101,0.818,0.513,0.057,0.393,981965324.573,1584,0,0,0.206
norefined,8,-0.846,-6.474,-3.461,-0.327,-0.007,0.844,0.559,0.098,0.347,917638822.873,1584,0,0,0.131
norefined,9,-1.327,-6.432,-3.392,-0.278,0.029,0.885,0.574,0.121,0.424,963374217.782,1584,0,0,0.206
norefined,10,-0.850,-6.472,-3.477,-0.263,0.119,0.912,0.618,0.155,0.383,898584970.690,1584,0,0,0.131
refined,11,-0.850,-6.472,-3.477,-0.263,0.119,0.912,0.618,0.155,0.383,898584970.690,1584,0,0,0.131
refined,12,-0.379,-1.861,-1.107,0.613,0.468,-0.129,0.166,-0.024,0.322,768573909.688,1584,0,0,0.204
refined,13,-0.176,-1.271,-0.704,0.037,0.093,0.031,0.374,0.209,0.272,634760000.497,1584,0,0,0.138
refined,14,-0.212,-1.343,-0.755,0.182,0.185,-0.024,0.342,0.165,0.320,593462217.371,1584,0,0,0.158
refined,15,-0.217,-1.360,-0.765,0.190,0.189,-0.027,0.341,0.169,0.314,593045172.881,1584,0,0,0.159
refined,16,-0.217,-1.363,-0.767,0.190,0.189,-0.027,0.340,0.169,0.313,593037800.117,1584,0,0,0.160
refined,17,-0.218,-1.363,-0.767,0.190,0.189,-0.027,0.340,0.169,0.313,593037658.997,1584,0,0,0.160
refined,18,-0.218,-1.363,-0.767,0.190,0.189,-0.027,0.340,0.169,0.313,593037656.265,1584,0,0,0.160
refined,19,-0.218,-1.363,-0.767,0.190,0.189,-0.027,0.340,0.169,0.313,593037656.212,1584,0,0,0.160
refined,20,-0.218,-1.363,-0.767,0.190,0.189,-0.027,0.340,0.169,0.313,593037656.211,1584,0,0,0.160
