stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,56.429,1.727,0.000,0,9,2773265387.915,323226095.718,76
refined,91.771,1.727,0.000,0,9,2773265387.915,208086135.460,76
