stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.665,"[-1.037, -0.293]",0.372,-3.571,0.001
norefined,c,-5.742,"[-8.876, -2.608]",3.134,-3.657,0.001
norefined,s,-2.726,"[-3.956, -1.496]",1.230,-4.424,0.000
norefined,k0,0.793,"[-0.168, 1.754]",0.961,1.646,0.104
norefined,k1,0.601,"[-0.484, 1.687]",1.086,1.106,0.273
norefined,k2,0.103,"[-1.117, 1.322]",1.219,0.168,0.867
norefined,k3,0.052,"[-0.729, 0.832]",0.780,0.132,0.895
norefined,k4,-0.808,"[-1.733, 0.118]",0.926,-1.742,0.086
norefined,k5,-1.103,"[-1.995, -0.21]",0.892,-2.467,0.016
refined,tt,-1.017,"[-1.368, -0.665]",0.352,-5.772,0.000
refined,c,-5.836,"[-7.958, -3.714]",2.122,-5.489,0.000
refined,s,-3.150,"[-4.06, -2.241]",0.910,-6.912,0.000
refined,k0,0.210,"[-0.396, 0.817]",0.607,0.692,0.491
refined,k1,-0.051,"[-0.766, 0.664]",0.715,-0.143,0.887
refined,k2,-0.500,"[-1.5, 0.499]",1.000,-0.999,0.322
refined,k3,-0.275,"[-0.897, 0.348]",0.622,-0.881,0.381
refined,k4,-0.797,"[-1.541, -0.053]",0.744,-2.139,0.036
refined,k5,0.637,"[0.06, 1.214]",0.577,2.204,0.031
