stage,F,critical-F,p,dof_m1,dof_m2,sse_m1,sse_m2,n
norefined,102.000,2.023,0.000,0,9,2837727129.570,193023191.220,76
refined,210.746,2.023,0.000,0,9,2837727129.570,96820506.375,76
