attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-1.247,"[-2.15, -0.345]",0.903,-2.305,0.024,34,0.200,465565036.343,0.224,-1.000,-0.247,0,0,fn
c,-6.330,"[-10.831, -1.829]",4.501,-2.346,0.022,34,0.200,465565036.343,0.224,-6.000,-0.330,0,0,fn
s,-4.264,"[-7.457, -1.071]",3.193,-2.228,0.029,34,0.200,465565036.343,0.224,-3.000,-1.264,0,0,fn
k0,0.697,"[-0.185, 1.579]",0.882,1.318,0.192,34,0.200,465565036.343,0.224,0.000,0.697,0,0,fp
k1,0.333,"[-0.601, 1.266]",0.934,0.594,0.554,34,0.200,465565036.343,0.224,0.000,0.333,0,0,fp
k2,0.757,"[-0.488, 2.001]",1.245,1.014,0.314,34,0.200,465565036.343,0.224,0.000,0.757,0,0,fp
k3,0.225,"[-0.578, 1.027]",0.802,0.467,0.642,34,0.200,465565036.343,0.224,0.000,0.225,0,0,fp
k4,-0.101,"[-1.117, 0.915]",1.016,-0.166,0.869,34,0.200,465565036.343,0.224,0.000,-0.101,0,0,fp
k5,-0.179,"[-1.559, 1.201]",1.380,-0.216,0.830,34,0.200,465565036.343,0.224,0.000,-0.179,0,0,fp
vot,0.197,,,,,34,0.200,465565036.343,0.224,0.167,0.030,0,0,fn
tt,-2.055,"[-4.964, 0.855]",2.909,-1.178,0.243,34,0.300,795925597.629,0.301,-1.000,-1.055,1,0,fn
c,-13.768,"[-31.92, 4.384]",18.152,-1.265,0.210,34,0.300,795925597.629,0.301,-6.000,-7.768,1,0,fn
s,-5.623,"[-13.676, 2.43]",8.053,-1.165,0.248,34,0.300,795925597.629,0.301,-3.000,-2.623,1,0,fn
k0,0.235,"[-2.102, 2.573]",2.337,0.168,0.867,34,0.300,795925597.629,0.301,0.000,0.235,0,0,fp
k1,-0.704,"[-3.153, 1.746]",2.450,-0.479,0.633,34,0.300,795925597.629,0.301,0.000,-0.704,0,0,fp
k2,-2.405,"[-6.608, 1.797]",4.202,-0.955,0.343,34,0.300,795925597.629,0.301,0.000,-2.405,0,0,fp
k3,0.272,"[-2.085, 2.63]",2.358,0.193,0.848,34,0.300,795925597.629,0.301,0.000,0.272,0,0,fp
k4,1.829,"[-2.756, 6.415]",4.586,0.665,0.508,34,0.300,795925597.629,0.301,0.000,1.829,0,0,fp
k5,1.693,"[-2.033, 5.42]",3.726,0.758,0.451,34,0.300,795925597.629,0.301,0.000,1.693,0,0,fp
vot,0.149,,,,,34,0.300,795925597.629,0.301,0.167,-0.017,0,0,fn
tt,-0.590,"[-1.144, -0.036]",0.554,-1.775,0.080,34,0.400,1026232663.577,0.329,-1.000,0.410,0,0,fn
c,-4.793,"[-8.59, -0.995]",3.797,-2.105,0.039,34,0.400,1026232663.577,0.329,-6.000,1.207,0,0,fn
s,-1.584,"[-3.173, 0.005]",1.589,-1.663,0.101,34,0.400,1026232663.577,0.329,-3.000,1.416,1,0,fn
k0,0.820,"[-0.289, 1.928]",1.108,1.234,0.222,34,0.400,1026232663.577,0.329,0.000,0.820,0,0,fp
k1,0.005,"[-1.201, 1.211]",1.206,0.007,0.994,34,0.400,1026232663.577,0.329,0.000,0.005,0,0,fp
k2,-1.420,"[-3.175, 0.335]",1.755,-1.350,0.182,34,0.400,1026232663.577,0.329,0.000,-1.420,0,0,fp
k3,-1.242,"[-2.638, 0.154]",1.396,-1.483,0.143,34,0.400,1026232663.577,0.329,0.000,-1.242,0,0,fp
k4,1.409,"[-0.096, 2.914]",1.505,1.562,0.123,34,0.400,1026232663.577,0.329,0.000,1.409,0,0,fp
k5,1.188,"[-0.542, 2.918]",1.730,1.145,0.256,34,0.400,1026232663.577,0.329,0.000,1.188,0,0,fp
vot,0.123,,,,,34,0.400,1026232663.577,0.329,0.167,-0.044,0,0,fn
