stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.602,"[-1.222, 0.019]",0.621,-1.617,0.111
norefined,c,-5.113,"[-9.499, -0.727]",4.386,-1.944,0.056
norefined,s,-2.714,"[-5.276, -0.151]",2.562,-1.767,0.082
norefined,k0,0.325,"[-0.616, 1.267]",0.941,0.576,0.566
norefined,k1,-0.941,"[-2.466, 0.584]",1.525,-1.029,0.307
norefined,k2,-0.279,"[-1.619, 1.061]",1.340,-0.348,0.729
norefined,k3,-0.012,"[-0.873, 0.849]",0.861,-0.023,0.981
norefined,k4,-0.925,"[-2.306, 0.455]",1.380,-1.118,0.268
norefined,k5,1.348,"[-0.162, 2.859]",1.510,1.489,0.141
refined,tt,-1.247,"[-2.15, -0.345]",0.903,-2.305,0.024
refined,c,-6.330,"[-10.831, -1.829]",4.501,-2.346,0.022
refined,s,-4.264,"[-7.457, -1.071]",3.193,-2.228,0.029
refined,k0,0.697,"[-0.185, 1.579]",0.882,1.318,0.192
refined,k1,0.333,"[-0.601, 1.266]",0.934,0.594,0.554
refined,k2,0.757,"[-0.488, 2.001]",1.245,1.014,0.314
refined,k3,0.225,"[-0.578, 1.027]",0.802,0.467,0.642
refined,k4,-0.101,"[-1.117, 0.915]",1.016,-0.166,0.869
refined,k5,-0.179,"[-1.559, 1.201]",1.380,-0.216,0.830
