stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-0.446,"[-0.984, 0.091]",0.538,-1.384,0.171
norefined,c,-5.117,"[-10.184, -0.049]",5.068,-1.684,0.097
norefined,s,-2.181,"[-4.619, 0.257]",2.438,-1.492,0.140
norefined,k0,-0.548,"[-1.75, 0.655]",1.203,-0.759,0.450
norefined,k1,-1.167,"[-3.426, 1.092]",2.259,-0.861,0.392
norefined,k2,-0.933,"[-3.123, 1.256]",2.190,-0.711,0.480
norefined,k3,-0.296,"[-1.56, 0.967]",1.263,-0.391,0.697
norefined,k4,-1.207,"[-3.206, 0.792]",1.999,-1.007,0.317
norefined,k5,1.768,"[-0.355, 3.89]",2.122,1.389,0.169
refined,tt,-2.055,"[-4.964, 0.855]",2.909,-1.178,0.243
refined,c,-13.768,"[-31.92, 4.384]",18.152,-1.265,0.210
refined,s,-5.623,"[-13.676, 2.43]",8.053,-1.165,0.248
refined,k0,0.235,"[-2.102, 2.573]",2.337,0.168,0.867
refined,k1,-0.704,"[-3.153, 1.746]",2.450,-0.479,0.633
refined,k2,-2.405,"[-6.608, 1.797]",4.202,-0.955,0.343
refined,k3,0.272,"[-2.085, 2.63]",2.358,0.193,0.848
refined,k4,1.829,"[-2.756, 6.415]",4.586,0.665,0.508
refined,k5,1.693,"[-2.033, 5.42]",3.726,0.758,0.451
