stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.598,"[-2.977, -0.219]",1.379,-1.969,0.059
norefined,c,-7.832,"[-14.873, -0.792]",7.040,-1.890,0.069
norefined,s,-3.956,"[-7.144, -0.769]",3.187,-2.109,0.044
norefined,k0,0.997,"[-0.977, 2.97]",1.973,0.858,0.398
norefined,k1,1.007,"[-0.034, 2.049]",1.041,1.644,0.111
norefined,k2,-1.109,"[-2.516, 0.297]",1.406,-1.340,0.191
norefined,k3,0.814,"[-0.923, 2.551]",1.737,0.796,0.433
norefined,k4,-0.628,"[-2.433, 1.177]",1.805,-0.591,0.559
norefined,k5,1.405,"[-0.337, 3.148]",1.743,1.370,0.181
refined,tt,-2.439,"[-4.562, -0.317]",2.123,-1.953,0.061
refined,c,-13.305,"[-25.15, -1.46]",11.845,-1.909,0.066
refined,s,-6.726,"[-12.271, -1.18]",5.546,-2.061,0.048
refined,k0,-0.236,"[-1.826, 1.355]",1.591,-0.252,0.803
refined,k1,-0.190,"[-1.206, 0.825]",1.016,-0.319,0.752
refined,k2,-0.298,"[-1.513, 0.917]",1.215,-0.417,0.680
refined,k3,-0.282,"[-1.71, 1.147]",1.428,-0.335,0.740
refined,k4,-1.709,"[-4.199, 0.78]",2.489,-1.167,0.253
refined,k5,-0.136,"[-1.518, 1.247]",1.383,-0.167,0.869
