stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.188,"[-1.904, -0.471]",0.717,-3.308,0.002
norefined,c,-5.324,"[-8.412, -2.236]",3.088,-3.441,0.001
norefined,s,-3.484,"[-5.43, -1.538]",1.946,-3.574,0.001
norefined,k0,-0.988,"[-1.955, -0.02]",0.968,-2.037,0.046
norefined,k1,-0.345,"[-0.984, 0.294]",0.639,-1.078,0.285
norefined,k2,-0.219,"[-0.992, 0.553]",0.773,-0.566,0.573
norefined,k3,-0.811,"[-1.404, -0.218]",0.593,-2.730,0.008
norefined,k4,0.081,"[-0.493, 0.656]",0.574,0.283,0.778
norefined,k5,-1.624,"[-2.564, -0.685]",0.940,-3.450,0.001
refined,tt,-0.763,"[-1.022, -0.504]",0.259,-5.881,0.000
refined,c,-4.636,"[-6.179, -3.094]",1.542,-6.001,0.000
refined,s,-2.290,"[-3.06, -1.52]",0.770,-5.938,0.000
refined,k0,0.033,"[-0.294, 0.359]",0.326,0.201,0.841
refined,k1,-0.190,"[-0.492, 0.112]",0.302,-1.254,0.214
refined,k2,-0.317,"[-0.688, 0.054]",0.371,-1.704,0.093
refined,k3,-0.079,"[-0.384, 0.226]",0.305,-0.519,0.606
refined,k4,0.213,"[-0.066, 0.491]",0.279,1.523,0.132
refined,k5,-0.153,"[-0.488, 0.182]",0.335,-0.913,0.364
