stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.144,"[-1.95, -0.338]",0.806,-2.834,0.006
norefined,c,-5.355,"[-8.862, -1.848]",3.507,-3.048,0.003
norefined,s,-3.547,"[-5.826, -1.268]",2.279,-3.107,0.003
norefined,k0,-0.819,"[-1.861, 0.223]",1.042,-1.570,0.121
norefined,k1,-0.090,"[-0.802, 0.622]",0.712,-0.253,0.801
norefined,k2,0.090,"[-0.763, 0.942]",0.852,0.210,0.834
norefined,k3,-0.926,"[-1.583, -0.269]",0.657,-2.812,0.006
norefined,k4,-0.009,"[-0.669, 0.651]",0.660,-0.027,0.979
norefined,k5,-1.557,"[-2.607, -0.506]",1.051,-2.956,0.004
refined,tt,-1.227,"[-1.738, -0.715]",0.512,-4.783,0.000
refined,c,-7.048,"[-9.705, -4.391]",2.657,-5.295,0.000
refined,s,-3.745,"[-5.214, -2.276]",1.469,-5.087,0.000
refined,k0,-0.036,"[-0.618, 0.546]",0.582,-0.123,0.902
refined,k1,0.412,"[-0.037, 0.862]",0.450,1.831,0.072
refined,k2,0.208,"[-0.349, 0.765]",0.557,0.745,0.459
refined,k3,-0.344,"[-0.766, 0.079]",0.423,-1.623,0.109
refined,k4,-0.116,"[-0.53, 0.299]",0.414,-0.557,0.579
refined,k5,-0.342,"[-0.89, 0.206]",0.548,-1.245,0.217
