stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,n_paths,n_paths_added,n_paths_effectively_added,vot
norefined,1,0.395,-6.201,-2.431,-1.819,1.658,0.022,-1.242,1.500,1.169,4375824904.941,1584,0,0,-0.064
norefined,2,-0.080,-6.248,-2.415,-1.843,1.607,-0.029,-1.310,1.440,1.075,2194127958.681,1584,0,0,0.013
norefined,3,-0.560,-6.266,-2.407,-1.835,1.555,-0.080,-1.368,1.405,0.981,1177846629.540,1584,0,0,0.089
norefined,4,-0.987,-6.237,-2.548,-1.749,1.420,-0.145,-1.370,1.387,0.852,1075085127.019,1584,0,0,0.158
norefined,5,-0.612,-6.254,-2.803,-1.673,1.268,-0.173,-1.349,1.303,0.770,939281934.156,1584,0,0,0.098
norefined,6,-1.078,-6.228,-2.866,-1.590,1.201,-0.198,-1.309,1.287,0.654,868768838.641,1584,0,0,0.173
norefined,7,-0.687,-6.244,-3.106,-1.500,1.081,-0.209,-1.267,1.207,0.566,798763126.457,1584,0,0,0.110
norefined,8,-1.171,-6.239,-3.071,-1.448,1.057,-0.208,-1.224,1.171,0.478,755354837.620,1584,0,0,0.188
norefined,9,-0.764,-6.264,-3.288,-1.354,0.950,-0.205,-1.176,1.084,0.392,718238564.709,1584,0,0,0.122
norefined,10,-1.243,-6.275,-3.186,-1.324,0.951,-0.191,-1.138,1.030,0.324,686198137.980,1584,0,0,0.198
refined,11,-1.243,-6.275,-3.186,-1.324,0.951,-0.191,-1.138,1.030,0.324,686198137.980,1584,0,0,0.198
refined,12,-0.751,-3.922,-1.874,0.140,-0.148,-0.245,0.398,-0.702,-0.581,435703395.194,1584,0,0,0.191
refined,13,-1.108,-5.764,-2.876,-0.171,-0.114,-0.068,0.217,-0.342,-0.707,368289561.251,1584,0,0,0.192
refined,14,-1.065,-5.532,-2.799,-0.208,-0.122,0.051,0.113,-0.249,-0.718,367275182.280,1584,0,0,0.192
refined,15,-1.080,-5.615,-2.833,-0.212,-0.115,0.037,0.116,-0.257,-0.725,367251327.775,1584,0,0,0.192
refined,16,-1.076,-5.592,-2.824,-0.212,-0.114,0.039,0.115,-0.255,-0.723,367249932.138,1584,0,0,0.192
refined,17,-1.077,-5.599,-2.827,-0.212,-0.114,0.038,0.115,-0.255,-0.723,367249819.576,1584,0,0,0.192
refined,18,-1.077,-5.597,-2.826,-0.212,-0.114,0.039,0.115,-0.255,-0.723,367249810.692,1584,0,0,0.192
refined,19,-1.077,-5.598,-2.826,-0.212,-0.114,0.039,0.115,-0.255,-0.723,367249809.981,1584,0,0,0.192
refined,20,-1.077,-5.598,-2.826,-0.212,-0.114,0.039,0.115,-0.255,-0.723,367249809.924,1584,0,0,0.192
