stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.086,"[-2.707, 0.535]",1.621,-1.139,0.264
norefined,c,-6.233,"[-13.936, 1.471]",7.704,-1.375,0.180
norefined,s,-4.070,"[-9.294, 1.154]",5.224,-1.324,0.196
norefined,k0,-0.451,"[-2.368, 1.465]",1.917,-0.400,0.692
norefined,k1,1.577,"[-1.166, 4.321]",2.744,0.977,0.337
norefined,k2,-1.683,"[-4.406, 1.04]",2.723,-1.050,0.302
norefined,k3,-1.659,"[-3.849, 0.531]",2.190,-1.287,0.208
norefined,k4,0.708,"[-2.341, 3.757]",3.049,0.394,0.696
norefined,k5,-0.185,"[-3.303, 2.933]",3.118,-0.101,0.920
refined,tt,-0.804,"[-1.198, -0.409]",0.394,-3.462,0.002
refined,c,-4.857,"[-7.022, -2.691]",2.166,-3.810,0.001
refined,s,-2.374,"[-3.39, -1.359]",1.015,-3.973,0.000
refined,k0,-0.082,"[-0.649, 0.486]",0.567,-0.245,0.808
refined,k1,-0.239,"[-0.838, 0.36]",0.599,-0.678,0.503
refined,k2,0.353,"[-0.199, 0.905]",0.552,1.087,0.286
refined,k3,-0.195,"[-0.802, 0.411]",0.607,-0.547,0.588
refined,k4,-0.213,"[-1.077, 0.651]",0.864,-0.419,0.678
refined,k5,0.679,"[-0.065, 1.422]",0.744,1.550,0.132
