stage,F,critical-F,p,n,dof_m1,dof_m2,sse_m1,sse_m2
norefined,49.285,1.857,0.000,38,0,9,1323862124.056,81242065.972
refined,106.769,1.857,0.000,38,0,9,1323862124.056,38782930.195
