stage,iter,theta_tt,theta_c,theta_s,theta_k0,theta_k1,theta_k2,theta_k3,theta_k4,theta_k5,objective,vot
norefined,1,0.179,-6.118,-4.259,1.451,0.672,1.222,1.884,-1.506,0.008,1429439732.476,-0.029
norefined,2,-0.291,-6.172,-4.278,1.422,0.624,1.122,1.792,-1.546,-0.040,609340291.869,0.047
norefined,3,-0.774,-6.190,-4.275,1.412,0.590,1.041,1.712,-1.567,-0.089,148161913.688,0.125
norefined,4,-1.257,-6.193,-4.231,1.433,0.564,0.964,1.632,-1.581,-0.113,75921682.090,0.203
norefined,5,-0.880,-6.359,-4.224,1.325,0.488,0.833,1.452,-1.606,-0.226,92368092.601,0.138
norefined,6,-1.364,-6.353,-4.157,1.378,0.487,0.770,1.383,-1.588,-0.239,63916657.329,0.215
norefined,7,-0.947,-6.477,-4.187,1.217,0.436,0.682,1.261,-1.623,-0.329,71728831.513,0.146
norefined,8,-1.429,-6.465,-4.112,1.270,0.440,0.621,1.194,-1.592,-0.338,54689713.264,0.221
norefined,9,-1.001,-6.571,-4.155,1.089,0.409,0.559,1.101,-1.630,-0.417,58385042.600,0.152
norefined,10,-1.482,-6.558,-4.076,1.130,0.410,0.497,1.031,-1.593,-0.426,47653433.159,0.226
refined,11,-1.482,-6.558,-4.076,1.130,0.410,0.497,1.031,-1.593,-0.426,47653433.159,0.226
refined,12,-0.292,-3.078,-1.305,-0.124,0.224,-0.808,-0.177,-0.087,-0.041,66263156.806,0.095
refined,13,-0.616,-4.236,-2.044,0.137,-0.127,-0.419,-0.186,-0.328,0.137,13622600.840,0.145
refined,14,-0.776,-4.955,-2.402,0.237,-0.113,-0.347,-0.265,-0.453,0.349,10189958.618,0.157
refined,15,-0.801,-5.107,-2.464,0.249,-0.078,-0.374,-0.239,-0.429,0.319,10107345.371,0.157
refined,16,-0.808,-5.151,-2.486,0.248,-0.078,-0.375,-0.236,-0.432,0.312,10105550.333,0.157
refined,17,-0.809,-5.156,-2.487,0.248,-0.077,-0.379,-0.233,-0.430,0.308,10105475.309,0.157
refined,18,-0.809,-5.158,-2.488,0.248,-0.078,-0.380,-0.233,-0.430,0.308,10105471.499,0.157
refined,19,-0.809,-5.158,-2.488,0.248,-0.078,-0.380,-0.232,-0.430,0.308,10105471.286,0.157
refined,20,-0.809,-5.158,-2.488,0.248,-0.078,-0.380,-0.232,-0.430,0.308,10105471.273,0.157
