stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.165,"[-1.793, -0.537]",0.628,-3.111,0.003
norefined,c,-6.709,"[-10.002, -3.415]",3.294,-3.416,0.001
norefined,s,-4.120,"[-6.293, -1.947]",2.173,-3.180,0.003
norefined,k0,0.397,"[-0.121, 0.915]",0.518,1.286,0.204
norefined,k1,0.031,"[-0.542, 0.604]",0.573,0.089,0.929
norefined,k2,0.457,"[-0.331, 1.244]",0.788,0.973,0.336
norefined,k3,0.598,"[-0.347, 1.543]",0.945,1.061,0.294
norefined,k4,-1.604,"[-2.691, -0.518]",1.086,-2.477,0.017
norefined,k5,-0.474,"[-1.37, 0.421]",0.896,-0.888,0.379
refined,tt,-0.919,"[-1.237, -0.602]",0.318,-4.853,0.000
refined,c,-5.569,"[-7.502, -3.635]",1.933,-4.831,0.000
refined,s,-2.983,"[-4.075, -1.891]",1.092,-4.582,0.000
refined,k0,0.104,"[-0.293, 0.5]",0.397,0.439,0.663
refined,k1,-0.104,"[-0.494, 0.287]",0.391,-0.444,0.659
refined,k2,0.014,"[-0.54, 0.568]",0.554,0.043,0.966
refined,k3,-0.317,"[-0.889, 0.255]",0.572,-0.930,0.357
refined,k4,-0.318,"[-0.833, 0.198]",0.515,-1.034,0.306
refined,k5,0.141,"[-0.436, 0.718]",0.577,0.410,0.683
