attr,theta,width_confint,width_CI,t-test,pvalue,rep,level,objective,nrmse,theta_true,bias,fn,fp,f_type
tt,-0.809,"[-1.372, -0.246]",0.563,-2.606,0.026,88,0.250,10105471.273,0.060,-1.000,0.191,0,0,fn
c,-5.158,"[-8.221, -2.095]",3.063,-3.052,0.012,88,0.250,10105471.273,0.060,-6.000,0.842,0,0,fn
s,-2.488,"[-4.267, -0.71]",1.779,-2.536,0.030,88,0.250,10105471.273,0.060,-3.000,0.512,0,0,fn
k0,0.248,"[-0.534, 1.03]",0.782,0.576,0.578,88,0.250,10105471.273,0.060,0.000,0.248,0,0,fp
k1,-0.078,"[-0.85, 0.694]",0.772,-0.183,0.859,88,0.250,10105471.273,0.060,0.000,-0.078,0,0,fp
k2,-0.380,"[-2.325, 1.565]",1.945,-0.354,0.731,88,0.250,10105471.273,0.060,0.000,-0.380,0,0,fp
k3,-0.232,"[-2.145, 1.681]",1.913,-0.220,0.830,88,0.250,10105471.273,0.060,0.000,-0.232,0,0,fp
k4,-0.430,"[-1.539, 0.679]",1.109,-0.702,0.499,88,0.250,10105471.273,0.060,0.000,-0.430,0,0,fp
k5,0.308,"[-1.213, 1.828]",1.521,0.367,0.721,88,0.250,10105471.273,0.060,0.000,0.308,0,0,fp
vot,0.157,,,,,88,0.250,10105471.273,0.060,0.167,-0.010,0,0,fn
tt,-0.981,"[-1.409, -0.552]",0.429,-3.886,0.001,88,0.500,38782930.195,0.092,-1.000,0.019,0,0,fn
c,-6.442,"[-9.217, -3.668]",2.775,-3.945,0.000,88,0.500,38782930.195,0.092,-6.000,-0.442,0,0,fn
s,-3.263,"[-4.833, -1.693]",1.570,-3.531,0.001,88,0.500,38782930.195,0.092,-3.000,-0.263,0,0,fn
k0,0.101,"[-0.413, 0.615]",0.514,0.335,0.740,88,0.500,38782930.195,0.092,0.000,0.101,0,0,fp
k1,0.335,"[-0.277, 0.946]",0.611,0.930,0.360,88,0.500,38782930.195,0.092,0.000,0.335,0,0,fp
k2,-0.783,"[-1.539, -0.027]",0.756,-1.760,0.089,88,0.500,38782930.195,0.092,0.000,-0.783,0,1,fp
k3,-0.051,"[-0.792, 0.69]",0.741,-0.116,0.908,88,0.500,38782930.195,0.092,0.000,-0.051,0,0,fp
k4,-0.338,"[-1.004, 0.327]",0.665,-0.864,0.395,88,0.500,38782930.195,0.092,0.000,-0.338,0,0,fp
k5,-0.516,"[-1.387, 0.356]",0.871,-1.006,0.323,88,0.500,38782930.195,0.092,0.000,-0.516,0,0,fp
vot,0.152,,,,,88,0.500,38782930.195,0.092,0.167,-0.014,0,0,fn
tt,-0.919,"[-1.237, -0.602]",0.318,-4.853,0.000,88,0.750,72714218.403,0.099,-1.000,0.081,0,0,fn
c,-5.569,"[-7.502, -3.635]",1.933,-4.831,0.000,88,0.750,72714218.403,0.099,-6.000,0.431,0,0,fn
s,-2.983,"[-4.075, -1.891]",1.092,-4.582,0.000,88,0.750,72714218.403,0.099,-3.000,0.017,0,0,fn
k0,0.104,"[-0.293, 0.5]",0.397,0.439,0.663,88,0.750,72714218.403,0.099,0.000,0.104,0,0,fp
k1,-0.104,"[-0.494, 0.287]",0.391,-0.444,0.659,88,0.750,72714218.403,0.099,0.000,-0.104,0,0,fp
k2,0.014,"[-0.54, 0.568]",0.554,0.043,0.966,88,0.750,72714218.403,0.099,0.000,0.014,0,0,fp
k3,-0.317,"[-0.889, 0.255]",0.572,-0.930,0.357,88,0.750,72714218.403,0.099,0.000,-0.317,0,0,fp
k4,-0.318,"[-0.833, 0.198]",0.515,-1.034,0.306,88,0.750,72714218.403,0.099,0.000,-0.318,0,0,fp
k5,0.141,"[-0.436, 0.718]",0.577,0.410,0.683,88,0.750,72714218.403,0.099,0.000,0.141,0,0,fp
vot,0.165,,,,,88,0.750,72714218.403,0.099,0.167,-0.002,0,0,fn
