stage,parameter,est,CI,width_CI,t-test,p-value
norefined,tt,-1.133,"[-1.9, -0.367]",0.766,-2.953,0.004
norefined,c,-6.072,"[-10.166, -1.978]",4.094,-2.960,0.004
norefined,s,-2.384,"[-3.914, -0.855]",1.529,-3.112,0.003
norefined,k0,-0.037,"[-1.008, 0.935]",0.972,-0.075,0.940
norefined,k1,0.464,"[-0.272, 1.199]",0.736,1.259,0.213
norefined,k2,-0.456,"[-1.484, 0.572]",1.028,-0.885,0.379
norefined,k3,-1.232,"[-2.276, -0.188]",1.044,-2.356,0.021
norefined,k4,0.781,"[-0.472, 2.033]",1.252,1.244,0.218
norefined,k5,0.770,"[-0.276, 1.817]",1.047,1.469,0.146
refined,tt,-1.073,"[-1.565, -0.582]",0.491,-4.360,0.000
refined,c,-6.544,"[-9.43, -3.659]",2.885,-4.528,0.000
refined,s,-3.582,"[-5.24, -1.925]",1.657,-4.314,0.000
refined,k0,0.596,"[-0.217, 1.409]",0.813,1.464,0.148
refined,k1,0.489,"[-0.015, 0.994]",0.504,1.938,0.057
refined,k2,0.152,"[-0.515, 0.819]",0.667,0.456,0.650
refined,k3,-0.545,"[-1.25, 0.161]",0.706,-1.542,0.128
refined,k4,-0.351,"[-1.204, 0.502]",0.853,-0.822,0.414
refined,k5,-0.057,"[-0.732, 0.618]",0.675,-0.169,0.866
